utt,spk,partner,logmel_l1,snr_db
p24_u41,p24,tstnn,0.5581,-3.97
p24_u42,p24,ce0.0,0.3391,10.84
p24_u42,p24,ce10.0,0.7325,3.83
p24_u42,p24,demucs,0.3957,-4.23
p24_u42,p24,tstnn,0.5148,-4.15
p24_u43,p24,ce0.0,0.3191,10.68
p24_u43,p24,ce10.0,0.7084,4.17
p24_u43,p24,demucs,0.4118,-4.48
p24_u43,p24,tstnn,0.545,-3.8
p24_u44,p24,ce0.0,0.3408,10.39
p24_u44,p24,ce10.0,0.7248,3.91
p24_u44,p24,demucs,0.4694,-3.35
p24_u44,p24,tstnn,0.5911,-3.5
p24_u45,p24,ce0.0,0.3347,10.4
p24_u45,p24,ce10.0,0.734,4.0
p24_u45,p24,demucs,0.4559,-3.38
p24_u45,p24,tstnn,0.5455,-3.58
p24_u46,p24,ce0.0,0.3082,10.15
p24_u46,p24,ce10.0,0.7048,3.54
p24_u46,p24,demucs,0.4641,-4.08
p24_u46,p24,tstnn,0.4978,-4.03
p24_u47,p24,ce0.0,0.3304,9.93
p24_u47,p24,ce10.0,0.7059,3.65
p24_u47,p24,demucs,0.4163,-4.0
p24_u47,p24,tstnn,0.4922,-4.82
p24_u48,p24,ce0.0,0.3149,10.6
p24_u48,p24,ce10.0,0.6937,4.0
p24_u48,p24,demucs,0.4198,-4.13
p24_u48,p24,tstnn,0.4954,-4.54
p24_u49,p24,ce0.0,0.3367,10.75
p24_u49,p24,ce10.0,0.7064,4.2
p24_u49,p24,demucs,0.4182,-3.61
p24_u49,p24,tstnn,0.5331,-3.78
p24_u50,p24,ce0.0,0.3259,9.9
p24_u50,p24,ce10.0,0.7242,3.68
p24_u50,p24,demucs,0.454,-3.36
p24_u50,p24,tstnn,0.5622,-3.45
p24_u51,p24,ce0.0,0.326,10.25
p24_u51,p24,ce10.0,0.7259,3.81
p24_u51,p24,demucs,0.4428,-3.67
p24_u51,p24,tstnn,0.5098,-3.59
p24_u52,p24,ce0.0,0.3518,10.61
p24_u52,p24,ce10.0,0.7613,3.51
p24_u52,p24,demucs,0.4839,-3.13
p24_u52,p24,tstnn,0.4985,-3.95
p24_u53,p24,ce0.0,0.3249,10.07
p24_u53,p24,ce10.0,0.707,3.93
p24_u53,p24,demucs,0.4811,-3.94
p24_u53,p24,tstnn,0.5417,-4.18
p24_u54,p24,ce0.0,0.3081,9.93
p24_u54,p24,ce10.0,0.7251,3.55
p24_u54,p24,demucs,0.4642,-3.61
p24_u54,p24,tstnn,0.5454,-3.54
p24_u55,p24,ce0.0,0.3307,10.23
p24_u55,p24,ce10.0,0.7207,3.44
p24_u55,p24,demucs,0.4418,-3.96
p24_u55,p24,tstnn,0.5876,-3.53
p24_u56,p24,ce0.0,0.3653,8.27
p24_u56,p24,ce10.0,0.709,3.25
p24_u56,p24,demucs,0.4951,-3.66
p24_u56,p24,tstnn,0.5171,-4.14
p24_u57,p24,ce0.0,0.3723,9.19
p24_u57,p24,ce10.0,0.7649,3.17
p24_u57,p24,demucs,0.4941,-3.37
p24_u57,p24,tstnn,0.6126,-3.41
p24_u58,p24,ce0.0,0.325,10.98
p24_u58,p24,ce10.0,0.6978,3.7
p24_u58,p24,demucs,0.5376,-3.15
p24_u58,p24,tstnn,0.5371,-3.73
p24_u59,p24,ce0.0,0.3888,11.27
p24_u59,p24,ce10.0,0.7913,3.96
p24_u59,p24,demucs,0.4842,-4.08
p24_u59,p24,tstnn,0.5754,-4.02
p24_u60,p24,ce0.0,0.3559,9.61
p24_u60,p24,ce10.0,0.7242,4.12
p24_u60,p24,demucs,0.4268,-4.45
p24_u60,p24,tstnn,0.4816,-5.01
p24_u61,p24,ce0.0,0.362,9.56
p24_u61,p24,ce10.0,0.7312,3.64
p24_u61,p24,demucs,0.4552,-3.77
p24_u61,p24,tstnn,0.518,-4.14
p24_u62,p24,ce0.0,0.3494,10.5
p24_u62,p24,ce10.0,0.7124,3.7
p24_u62,p24,demucs,0.439,-4.22
p24_u62,p24,tstnn,0.4636,-5.23
p24_u63,p24,ce0.0,0.3562,11.17
p24_u63,p24,ce10.0,0.8072,3.64
p24_u63,p24,demucs,0.5198,-4.25
p24_u63,p24,tstnn,0.5243,-4.33
p24_u64,p24,ce0.0,0.3352,10.93
p24_u64,p24,ce10.0,0.7229,3.68
p24_u64,p24,demucs,0.4357,-3.57
p24_u64,p24,tstnn,0.46,-4.89
p24_u65,p24,ce0.0,0.3577,10.05
p24_u65,p24,ce10.0,0.7158,3.99
p24_u65,p24,demucs,0.453,-4.31
p24_u65,p24,tstnn,0.5026,-5.63
p24_u66,p24,ce0.0,0.364,10.16
p24_u66,p24,ce10.0,0.7319,3.89
p24_u66,p24,demucs,0.4867,-4.2
p24_u66,p24,tstnn,0.5201,-4.34
p24_u67,p24,ce0.0,0.3698,9.65
p24_u67,p24,ce10.0,0.7767,3.25
p24_u67,p24,demucs,0.4516,-3.56
p24_u67,p24,tstnn,0.4935,-3.62
p24_u68,p24,ce0.0,0.3259,9.66
p24_u68,p24,ce10.0,0.7058,3.37
p24_u68,p24,demucs,0.4592,-4.43
p24_u68,p24,tstnn,0.5418,-4.4
p24_u69,p24,ce0.0,0.3722,10.07
p24_u69,p24,ce10.0,0.7916,2.92
p24_u69,p24,demucs,0.4651,-4.36
p24_u69,p24,tstnn,0.5108,-4.19
p24_u70,p24,ce0.0,0.3114,11.0
p24_u70,p24,ce10.0,0.6991,4.19
p24_u70,p24,demucs,0.4645,-3.51
p24_u70,p24,tstnn,0.492,-3.94
p24_u71,p24,ce0.0,0.328,10.6
p24_u71,p24,ce10.0,0.7318,3.89
p24_u71,p24,demucs,0.4396,-3.91
p24_u71,p24,tstnn,0.5331,-4.16
p24_u72,p24,ce0.0,0.3565,10.14
p24_u72,p24,ce10.0,0.7727,3.69
p24_u72,p24,demucs,0.5464,-3.02
p24_u72,p24,tstnn,0.5055,-4.06
p24_u73,p24,ce0.0,0.3572,9.95
p24_u73,p24,ce10.0,0.7732,3.55
p24_u73,p24,demucs,0.4657,-3.3
p24_u73,p24,tstnn,0.5009,-3.36
p24_u74,p24,ce0.0,0.3498,10.78
p24_u74,p24,ce10.0,0.747,3.69
p24_u74,p24,demucs,0.4476,-4.73
p24_u74,p24,tstnn,0.508,-4.6
p24_u75,p24,ce0.0,0.3738,9.4
p24_u75,p24,ce10.0,0.7793,2.84
p24_u75,p24,demucs,0.5297,-3.86
p24_u75,p24,tstnn,0.5126,-3.86
p24_u76,p24,ce0.0,0.3392,8.14
p24_u76,p24,ce10.0,0.7082,4.26
p24_u76,p24,demucs,0.4371,-4.38
p24_u76,p24,tstnn,0.5017,-4.29
p24_u77,p24,ce0.0,0.3336,9.64
p24_u77,p24,ce10.0,0.7126,3.34
p24_u77,p24,demucs,0.4242,-4.0
p24_u77,p24,tstnn,0.519,-3.99
p24_u78,p24,ce0.0,0.3687,8.95
p24_u78,p24,ce10.0,0.799,2.94
p24_u78,p24,demucs,0.4791,-4.68
p24_u78,p24,tstnn,0.5257,-4.13
p24_u79,p24,ce0.0,0.3583,8.89
p24_u79,p24,ce10.0,0.7734,3.25
p24_u79,p24,demucs,0.4403,-3.78
p24_u79,p24,tstnn,0.4785,-4.05
p24_u80,p24,ce0.0,0.3543,8.35
p24_u80,p24,ce10.0,0.7382,2.99
p24_u80,p24,demucs,0.4357,-3.18
p24_u80,p24,tstnn,0.4909,-3.49
p24_u81,p24,ce0.0,0.3226,10.42
p24_u81,p24,ce10.0,0.711,3.59
p24_u81,p24,demucs,0.402,-3.9
p24_u81,p24,tstnn,0.5385,-3.64
p24_u82,p24,ce0.0,0.32,11.44
p24_u82,p24,ce10.0,0.7175,4.34
p24_u82,p24,demucs,0.4257,-3.93
p24_u82,p24,tstnn,0.4622,-4.64
p24_u83,p24,ce0.0,0.3553,9.77
p24_u83,p24,ce10.0,0.7294,3.43
p24_u83,p24,demucs,0.4289,-3.84
p24_u83,p24,tstnn,0.5329,-3.72
p24_u84,p24,ce0.0,0.409,9.09
p24_u84,p24,ce10.0,0.7685,2.91
p24_u84,p24,demucs,0.4459,-4.65
p24_u84,p24,tstnn,0.5181,-4.45
p24_u85,p24,ce0.0,0.3431,9.4
p24_u85,p24,ce10.0,0.7469,3.35
p24_u85,p24,demucs,0.4245,-4.26
p24_u85,p24,tstnn,0.5036,-4.2
p24_u86,p24,ce0.0,0.358,10.66
p24_u86,p24,ce10.0,0.7222,3.5
p24_u86,p24,demucs,0.5587,-3.48
p24_u86,p24,tstnn,0.567,-4.41
p24_u87,p24,ce0.0,0.3064,11.78
p24_u87,p24,ce10.0,0.7154,4.37
p24_u87,p24,demucs,0.4106,-4.45
p24_u87,p24,tstnn,0.5015,-4.61
p24_u88,p24,ce0.0,0.3332,10.58
p24_u88,p24,ce10.0,0.7575,4.23
p24_u88,p24,demucs,0.4548,-3.74
p24_u88,p24,tstnn,0.5141,-3.84
p24_u89,p24,ce0.0,0.3851,9.78
p24_u89,p24,ce10.0,0.7433,3.47
p24_u89,p24,demucs,0.4269,-4.12
p24_u89,p24,tstnn,0.5269,-4.45
p24_u90,p24,ce0.0,0.301,10.71
p24_u90,p24,ce10.0,0.6876,4.23
p24_u90,p24,demucs,0.3751,-4.06
p24_u90,p24,tstnn,0.4866,-4.27
p24_u91,p24,ce0.0,0.334,10.06
p24_u91,p24,ce10.0,0.7236,3.3
p24_u91,p24,demucs,0.4936,-3.58
p24_u91,p24,tstnn,0.5105,-3.55
p24_u92,p24,ce0.0,0.3839,9.8
p24_u92,p24,ce10.0,0.7238,2.98
p24_u92,p24,demucs,0.4871,-4.24
p24_u92,p24,tstnn,0.4968,-4.4
p24_u93,p24,ce0.0,0.3236,10.03
p24_u93,p24,ce10.0,0.7082,3.97
p24_u93,p24,demucs,0.4392,-4.17
p24_u93,p24,tstnn,0.4867,-4.28
p24_u94,p24,ce0.0,0.3299,9.84
p24_u94,p24,ce10.0,0.7312,3.98
p24_u94,p24,demucs,0.4266,-3.25
p24_u94,p24,tstnn,0.4813,-3.59
p24_u95,p24,ce0.0,0.3089,10.13
p24_u95,p24,ce10.0,0.7059,3.6
p24_u95,p24,demucs,0.4522,-3.14
p24_u95,p24,tstnn,0.4718,-3.96
p24_u96,p24,ce0.0,0.3437,9.99
p24_u96,p24,ce10.0,0.7457,3.44
p24_u96,p24,demucs,0.4821,-3.77
p24_u96,p24,tstnn,0.532,-3.61
p24_u97,p24,ce0.0,0.3339,8.91
p24_u97,p24,ce10.0,0.7443,3.23
p24_u97,p24,demucs,0.4165,-3.9
p24_u97,p24,tstnn,0.5071,-4.07
p24_u98,p24,ce0.0,0.3717,9.46
p24_u98,p24,ce10.0,0.7994,2.61
p24_u98,p24,demucs,0.499,-3.69
p24_u98,p24,tstnn,0.5047,-4.35
p24_u99,p24,ce0.0,0.3889,8.36
p24_u99,p24,ce10.0,0.8262,1.65
p24_u99,p24,demucs,0.4594,-3.73
p24_u99,p24,tstnn,0.4939,-4.77
p26_u00,p26,ce0.0,0.3065,11.12
p26_u00,p26,ce10.0,0.7158,4.72
p26_u00,p26,demucs,0.4167,-4.72
p26_u00,p26,tstnn,0.4431,-4.9
p26_u01,p26,ce0.0,0.2899,11.75
p26_u01,p26,ce10.0,0.7342,4.24
p26_u01,p26,demucs,0.406,-4.54
p26_u01,p26,tstnn,0.4592,-4.66
p26_u02,p26,ce0.0,0.2945,10.54
p26_u02,p26,ce10.0,0.7333,4.22
p26_u02,p26,demucs,0.3881,-4.81
p26_u02,p26,tstnn,0.4561,-5.83
p26_u03,p26,ce0.0,0.2696,11.42
p26_u03,p26,ce10.0,0.7311,4.65
p26_u03,p26,demucs,0.4079,-3.76
p26_u03,p26,tstnn,0.4713,-4.17
p26_u04,p26,ce0.0,0.2774,12.5
p26_u04,p26,ce10.0,0.7304,4.74
p26_u04,p26,demucs,0.3763,-4.13
p26_u04,p26,tstnn,0.4487,-4.11
p26_u05,p26,ce0.0,0.2686,12.09
p26_u05,p26,ce10.0,0.7321,4.29
p26_u05,p26,demucs,0.3829,-4.31
p26_u05,p26,tstnn,0.4784,-4.17
p26_u06,p26,ce0.0,0.252,12.03
p26_u06,p26,ce10.0,0.7088,4.58
p26_u06,p26,demucs,0.3683,-4.2
p26_u06,p26,tstnn,0.4527,-4.43
p26_u07,p26,ce0.0,0.2596,10.78
p26_u07,p26,ce10.0,0.7193,4.15
p26_u07,p26,demucs,0.389,-4.62
p26_u07,p26,tstnn,0.4476,-5.62
p26_u08,p26,ce0.0,0.2926,11.25
p26_u08,p26,ce10.0,0.7402,3.66
p26_u08,p26,demucs,0.4061,-4.75
p26_u08,p26,tstnn,0.4678,-6.53
p26_u09,p26,ce0.0,0.3073,10.47
p26_u09,p26,ce10.0,0.7368,4.46
p26_u09,p26,demucs,0.4141,-4.61
p26_u09,p26,tstnn,0.4688,-5.43
p26_u10,p26,ce0.0,0.2863,10.74
p26_u10,p26,ce10.0,0.732,4.31
p26_u10,p26,demucs,0.4306,-4.02
p26_u10,p26,tstnn,0.4904,-5.21
p26_u11,p26,ce0.0,0.2737,11.24
p26_u11,p26,ce10.0,0.7436,4.59
p26_u11,p26,demucs,0.4197,-4.28
p26_u11,p26,tstnn,0.4767,-4.64
p26_u12,p26,ce0.0,0.2851,11.28
p26_u12,p26,ce10.0,0.7282,4.05
p26_u12,p26,demucs,0.4016,-4.64
p26_u12,p26,tstnn,0.4586,-5.53
p26_u13,p26,ce0.0,0.2982,10.62
p26_u13,p26,ce10.0,0.7518,3.67
p26_u13,p26,demucs,0.427,-4.74
p26_u13,p26,tstnn,0.4858,-5.33
p26_u14,p26,ce0.0,0.2873,11.59
p26_u14,p26,ce10.0,0.7361,4.76
p26_u14,p26,demucs,0.4331,-4.25
p26_u14,p26,tstnn,0.4424,-5.46
p26_u15,p26,ce0.0,0.2689,11.25
p26_u15,p26,ce10.0,0.7255,4.11
p26_u15,p26,demucs,0.3923,-4.31
p26_u15,p26,tstnn,0.4756,-4.87
p26_u16,p26,ce0.0,0.2891,11.71
p26_u16,p26,ce10.0,0.7222,4.42
p26_u16,p26,demucs,0.4424,-3.88
p26_u16,p26,tstnn,0.4459,-5.48
p26_u17,p26,ce0.0,0.2842,11.38
p26_u17,p26,ce10.0,0.7407,4.03
p26_u17,p26,demucs,0.4376,-4.86
p26_u17,p26,tstnn,0.4575,-5.08
p26_u18,p26,ce0.0,0.2745,11.2
p26_u18,p26,ce10.0,0.7029,4.59
p26_u18,p26,demucs,0.3924,-4.66
p26_u18,p26,tstnn,0.4416,-6.01
p26_u19,p26,ce0.0,0.2784,11.55
p26_u19,p26,ce10.0,0.7128,4.2
p26_u19,p26,demucs,0.4281,-4.75
p26_u19,p26,tstnn,0.4625,-5.66
p26_u20,p26,ce0.0,0.3593,10.78
p26_u20,p26,ce10.0,0.7149,3.98
p26_u20,p26,demucs,0.4146,-4.55
p26_u20,p26,tstnn,0.4694,-5.75
p26_u21,p26,ce0.0,0.2927,10.94
p26_u21,p26,ce10.0,0.7253,4.16
p26_u21,p26,demucs,0.3983,-4.28
p26_u21,p26,tstnn,0.4509,-5.07
p26_u22,p26,ce0.0,0.2841,11.71
p26_u22,p26,ce10.0,0.7115,3.95
p26_u22,p26,demucs,0.3994,-5.03
p26_u22,p26,tstnn,0.4547,-5.4
p26_u23,p26,ce0.0,0.2943,11.67
p26_u23,p26,ce10.0,0.6955,4.4
p26_u23,p26,demucs,0.39,-4.69
p26_u23,p26,tstnn,0.4554,-5.1
p26_u24,p26,ce0.0,0.2908,11.48
p26_u24,p26,ce10.0,0.7272,4.06
p26_u24,p26,demucs,0.4635,-4.73
p26_u24,p26,tstnn,0.4772,-5.25
p26_u25,p26,ce0.0,0.2871,10.48
p26_u25,p26,ce10.0,0.6931,3.91
p26_u25,p26,demucs,0.4149,-4.48
p26_u25,p26,tstnn,0.4505,-5.25
p26_u26,p26,ce0.0,0.333,9.65
p26_u26,p26,ce10.0,0.7221,3.62
p26_u26,p26,demucs,0.4284,-4.5
p26_u26,p26,tstnn,0.4604,-4.99
p26_u27,p26,ce0.0,0.2944,11.66
p26_u27,p26,ce10.0,0.717,4.52
p26_u27,p26,demucs,0.415,-4.46
p26_u27,p26,tstnn,0.4681,-5.35
p26_u28,p26,ce0.0,0.3011,11.02
p26_u28,p26,ce10.0,0.7128,4.47
p26_u28,p26,demucs,0.39,-4.49
p26_u28,p26,tstnn,0.4644,-4.92
p26_u29,p26,ce0.0,0.2991,11.52
p26_u29,p26,ce10.0,0.7213,4.33
p26_u29,p26,demucs,0.3952,-4.82
p26_u29,p26,tstnn,0.4578,-5.19
p26_u30,p26,ce0.0,0.3151,10.81
p26_u30,p26,ce10.0,0.7188,4.33
p26_u30,p26,demucs,0.4452,-4.16
p26_u30,p26,tstnn,0.5009,-4.43
p26_u31,p26,ce0.0,0.3084,11.11
p26_u31,p26,ce10.0,0.6931,4.28
p26_u31,p26,demucs,0.4109,-4.29
p26_u31,p26,tstnn,0.4809,-5.0
p26_u32,p26,ce0.0,0.3304,9.76
p26_u32,p26,ce10.0,0.7842,3.69
p26_u32,p26,demucs,0.4124,-4.86
p26_u32,p26,tstnn,0.509,-5.05
p26_u33,p26,ce0.0,0.3405,10.35
p26_u33,p26,ce10.0,0.7639,3.67
p26_u33,p26,demucs,0.4579,-5.41
p26_u33,p26,tstnn,0.4973,-5.53
p26_u34,p26,ce0.0,0.2828,11.04
p26_u34,p26,ce10.0,0.7156,3.73
p26_u34,p26,demucs,0.4032,-3.92
p26_u34,p26,tstnn,0.4753,-4.21
p26_u35,p26,ce0.0,0.2933,11.51
p26_u35,p26,ce10.0,0.7484,4.45
p26_u35,p26,demucs,0.4177,-4.22
p26_u35,p26,tstnn,0.4718,-4.3
p26_u36,p26,ce0.0,0.352,10.37
p26_u36,p26,ce10.0,0.7335,4.12
p26_u36,p26,demucs,0.4147,-4.54
p26_u36,p26,tstnn,0.4838,-4.78
p26_u37,p26,ce0.0,0.3135,11.14
p26_u37,p26,ce10.0,0.7008,3.87
p26_u37,p26,demucs,0.4226,-4.44
p26_u37,p26,tstnn,0.465,-4.82
p26_u38,p26,ce0.0,0.306,11.78
p26_u38,p26,ce10.0,0.7201,4.17
p26_u38,p26,demucs,0.3948,-5.01
p26_u38,p26,tstnn,0.4799,-6.44
p26_u39,p26,ce0.0,0.3218,9.75
p26_u39,p26,ce10.0,0.7575,3.18
p26_u39,p26,demucs,0.4008,-5.08
p26_u39,p26,tstnn,0.4724,-5.33
p26_u40,p26,ce0.0,0.3046,10.51
p26_u40,p26,ce10.0,0.7143,3.73
p26_u40,p26,demucs,0.4043,-4.71
p26_u40,p26,tstnn,0.4837,-4.79
p26_u41,p26,ce0.0,0.2817,11.72
p26_u41,p26,ce10.0,0.7237,4.35
p26_u41,p26,demucs,0.4023,-4.78
p26_u41,p26,tstnn,0.4544,-4.82
p26_u42,p26,ce0.0,0.3135,10.98
p26_u42,p26,ce10.0,0.7436,3.65
p26_u42,p26,demucs,0.3783,-4.79
p26_u42,p26,tstnn,0.4579,-6.05
p26_u43,p26,ce0.0,0.3086,9.66
p26_u43,p26,ce10.0,0.7587,3.57
p26_u43,p26,demucs,0.4672,-4.59
p26_u43,p26,tstnn,0.4542,-5.71
p26_u44,p26,ce0.0,0.3339,10.13
p26_u44,p26,ce10.0,0.7534,3.7
p26_u44,p26,demucs,0.4149,-4.51
p26_u44,p26,tstnn,0.492,-5.14
p26_u45,p26,ce0.0,0.3005,10.08
p26_u45,p26,ce10.0,0.7057,3.56
p26_u45,p26,demucs,0.4444,-4.42
p26_u45,p26,tstnn,0.5044,-6.41
p26_u46,p26,ce0.0,0.331,9.84
p26_u46,p26,ce10.0,0.7568,3.39
p26_u46,p26,demucs,0.4178,-4.7
p26_u46,p26,tstnn,0.4847,-4.84
p26_u47,p26,ce0.0,0.3137,11.05
p26_u47,p26,ce10.0,0.6863,3.76
p26_u47,p26,demucs,0.4284,-4.16
p26_u47,p26,tstnn,0.4479,-4.57
p26_u48,p26,ce0.0,0.315,10.33
p26_u48,p26,ce10.0,0.7247,4.04
p26_u48,p26,demucs,0.4024,-4.32
p26_u48,p26,tstnn,0.4781,-4.27
p26_u49,p26,ce0.0,0.2863,11.08
p26_u49,p26,ce10.0,0.7002,3.97
p26_u49,p26,demucs,0.428,-4.28
p26_u49,p26,tstnn,0.4791,-4.67
p26_u50,p26,ce0.0,0.3163,10.54
p26_u50,p26,ce10.0,0.6916,3.72
p26_u50,p26,demucs,0.508,-4.2
p26_u50,p26,tstnn,0.5325,-4.87
p26_u51,p26,ce0.0,0.307,11.03
p26_u51,p26,ce10.0,0.7123,4.01
p26_u51,p26,demucs,0.3988,-4.31
p26_u51,p26,tstnn,0.4678,-5.87
p26_u52,p26,ce0.0,0.2967,10.57
p26_u52,p26,ce10.0,0.7077,3.99
p26_u52,p26,demucs,0.3905,-4.4
p26_u52,p26,tstnn,0.4648,-4.78
p26_u53,p26,ce0.0,0.3544,9.72
p26_u53,p26,ce10.0,0.7583,3.61
p26_u53,p26,demucs,0.407,-4.43
p26_u53,p26,tstnn,0.4938,-4.99
p26_u54,p26,ce0.0,0.3493,10.41
p26_u54,p26,ce10.0,0.7339,3.98
p26_u54,p26,demucs,0.4362,-4.77
p26_u54,p26,tstnn,0.5111,-4.83
p26_u55,p26,ce0.0,0.2737,11.72
p26_u55,p26,ce10.0,0.7244,3.99
p26_u55,p26,demucs,0.4334,-4.99
p26_u55,p26,tstnn,0.4631,-5.27
p26_u56,p26,ce0.0,0.3016,10.23
p26_u56,p26,ce10.0,0.7184,3.96
p26_u56,p26,demucs,0.426,-4.39
p26_u56,p26,tstnn,0.5173,-4.56
p26_u57,p26,ce0.0,0.3578,11.12
p26_u57,p26,ce10.0,0.7281,3.81
p26_u57,p26,demucs,0.4215,-4.49
p26_u57,p26,tstnn,0.4918,-4.55
p26_u58,p26,ce0.0,0.3433,10.56
p26_u58,p26,ce10.0,0.7275,3.55
p26_u58,p26,demucs,0.4521,-4.72
p26_u58,p26,tstnn,0.5084,-5.11
p26_u59,p26,ce0.0,0.3205,10.85
p26_u59,p26,ce10.0,0.742,3.9
p26_u59,p26,demucs,0.3898,-5.11
p26_u59,p26,tstnn,0.5179,-5.37
p26_u60,p26,ce0.0,0.3217,9.76
p26_u60,p26,ce10.0,0.7433,3.85
p26_u60,p26,demucs,0.4564,-4.39
p26_u60,p26,tstnn,0.514,-4.66
p26_u61,p26,ce0.0,0.3407,10.81
p26_u61,p26,ce10.0,0.727,3.77
p26_u61,p26,demucs,0.4333,-4.58
p26_u61,p26,tstnn,0.5192,-4.6
p26_u62,p26,ce0.0,0.3326,9.34
p26_u62,p26,ce10.0,0.7563,3.42
p26_u62,p26,demucs,0.4236,-4.67
p26_u62,p26,tstnn,0.5019,-5.06
p26_u63,p26,ce0.0,0.3426,10.41
p26_u63,p26,ce10.0,0.7501,3.35
p26_u63,p26,demucs,0.4157,-5.18
p26_u63,p26,tstnn,0.4973,-5.48
p26_u64,p26,ce0.0,0.3005,10.72
p26_u64,p26,ce10.0,0.7088,4.26
p26_u64,p26,demucs,0.3983,-4.5
p26_u64,p26,tstnn,0.5122,-4.45
p26_u65,p26,ce0.0,0.312,11.32
p26_u65,p26,ce10.0,0.7084,4.31
p26_u65,p26,demucs,0.4301,-4.5
p26_u65,p26,tstnn,0.4619,-4.42
p26_u66,p26,ce0.0,0.2844,11.91
p26_u66,p26,ce10.0,0.7138,4.38
p26_u66,p26,demucs,0.4089,-4.3
p26_u66,p26,tstnn,0.4925,-4.18
p26_u67,p26,ce0.0,0.3218,11.94
p26_u67,p26,ce10.0,0.6816,4.6
p26_u67,p26,demucs,0.411,-4.36
p26_u67,p26,tstnn,0.499,-4.62
p26_u68,p26,ce0.0,0.3123,11.2
p26_u68,p26,ce10.0,0.746,3.83
p26_u68,p26,demucs,0.4229,-4.71
p26_u68,p26,tstnn,0.4917,-4.62
p26_u69,p26,ce0.0,0.2971,11.22
p26_u69,p26,ce10.0,0.7048,4.35
p26_u69,p26,demucs,0.376,-4.46
p26_u69,p26,tstnn,0.4647,-4.4
p26_u70,p26,ce0.0,0.2899,10.98
p26_u70,p26,ce10.0,0.7279,3.71
p26_u70,p26,demucs,0.4234,-4.06
p26_u70,p26,tstnn,0.495,-4.21
p26_u71,p26,ce0.0,0.2985,10.57
p26_u71,p26,ce10.0,0.6998,4.23
p26_u71,p26,demucs,0.416,-4.49
p26_u71,p26,tstnn,0.4647,-4.41
p26_u72,p26,ce0.0,0.3039,10.53
p26_u72,p26,ce10.0,0.7405,4.46
p26_u72,p26,demucs,0.4224,-4.55
p26_u72,p26,tstnn,0.5231,-4.39
p26_u73,p26,ce0.0,0.2955,10.49
p26_u73,p26,ce10.0,0.727,3.73
p26_u73,p26,demucs,0.429,-3.81
p26_u73,p26,tstnn,0.4815,-4.13
p26_u74,p26,ce0.0,0.3153,11.2
p26_u74,p26,ce10.0,0.7334,3.54
p26_u74,p26,demucs,0.4289,-5.03
p26_u74,p26,tstnn,0.4977,-5.0
p26_u75,p26,ce0.0,0.3059,9.93
p26_u75,p26,ce10.0,0.7087,4.21
p26_u75,p26,demucs,0.4185,-4.24
p26_u75,p26,tstnn,0.5082,-4.63
p26_u76,p26,ce0.0,0.3021,11.47
p26_u76,p26,ce10.0,0.7209,4.33
p26_u76,p26,demucs,0.4405,-4.03
p26_u76,p26,tstnn,0.5176,-3.95
p26_u77,p26,ce0.0,0.3167,10.68
p26_u77,p26,ce10.0,0.694,4.18
p26_u77,p26,demucs,0.4061,-4.47
p26_u77,p26,tstnn,0.4916,-4.58
p26_u78,p26,ce0.0,0.3397,9.26
p26_u78,p26,ce10.0,0.7207,3.71
p26_u78,p26,demucs,0.4552,-4.2
p26_u78,p26,tstnn,0.5407,-4.31
p26_u79,p26,ce0.0,0.3097,10.26
p26_u79,p26,ce10.0,0.7411,3.64
p26_u79,p26,demucs,0.4234,-4.61
p26_u79,p26,tstnn,0.4701,-4.72
p26_u80,p26,ce0.0,0.3702,10.13
p26_u80,p26,ce10.0,0.7037,3.29
p26_u80,p26,demucs,0.4431,-4.38
p26_u80,p26,tstnn,0.5244,-4.28
p26_u81,p26,ce0.0,0.3014,10.62
p26_u81,p26,ce10.0,0.7234,3.54
p26_u81,p26,demucs,0.4116,-4.4
p26_u81,p26,tstnn,0.4914,-4.26
p26_u82,p26,ce0.0,0.2958,11.98
p26_u82,p26,ce10.0,0.7179,4.05
p26_u82,p26,demucs,0.3793,-4.45
p26_u82,p26,tstnn,0.5133,-4.22
p26_u83,p26,ce0.0,0.3308,9.85
p26_u83,p26,ce10.0,0.7316,3.87
p26_u83,p26,demucs,0.4139,-4.31
p26_u83,p26,tstnn,0.5124,-4.23
p26_u84,p26,ce0.0,0.3231,10.34
p26_u84,p26,ce10.0,0.7299,4.09
p26_u84,p26,demucs,0.4436,-4.14
p26_u84,p26,tstnn,0.4639,-4.21
p26_u85,p26,ce0.0,0.3082,11.23
p26_u85,p26,ce10.0,0.73,3.89
p26_u85,p26,demucs,0.4072,-4.26
p26_u85,p26,tstnn,0.4937,-4.51
p26_u86,p26,ce0.0,0.2975,11.07
p26_u86,p26,ce10.0,0.6953,4.19
p26_u86,p26,demucs,0.4162,-4.45
p26_u86,p26,tstnn,0.493,-4.4
p26_u87,p26,ce0.0,0.2994,11.23
p26_u87,p26,ce10.0,0.7494,4.13
p26_u87,p26,demucs,0.4018,-4.48
p26_u87,p26,tstnn,0.4743,-4.32
p26_u88,p26,ce0.0,0.3046,11.2
p26_u88,p26,ce10.0,0.6977,4.69
p26_u88,p26,demucs,0.3864,-4.14
p26_u88,p26,tstnn,0.4862,-4.08
p26_u89,p26,ce0.0,0.2749,11.85
p26_u89,p26,ce10.0,0.726,4.08
