condition,speaker_id,sentence_id,cer
dsp_only/white/snr_+5dB,p00,u16,0.8837
dsp_only/white/snr_+5dB,p00,u17,1.2037
dsp_only/white/snr_+5dB,p00,u18,1.0
dsp_only/white/snr_+5dB,p00,u19,0.8537
dsp_only/white/snr_+5dB,p00,u20,0.9104
dsp_only/white/snr_+5dB,p00,u21,0.902
dsp_only/white/snr_+5dB,p00,u22,1.0
dsp_only/white/snr_+5dB,p00,u23,1.0
dsp_only/white/snr_+5dB,p00,u24,1.1837
dsp_only/white/snr_+5dB,p00,u25,0.9623
dsp_only/white/snr_+5dB,p00,u26,0.8788
dsp_only/white/snr_+5dB,p00,u27,1.0517
dsp_only/white/snr_+5dB,p00,u28,1.0
dsp_only/white/snr_+5dB,p00,u29,1.0943
dsp_only/white/snr_+5dB,p00,u30,1.0
dsp_only/white/snr_+5dB,p00,u31,1.0
dsp_only/white/snr_+5dB,p00,u32,1.0
dsp_only/white/snr_+5dB,p00,u33,1.1795
dsp_only/white/snr_+5dB,p00,u34,1.2647
dsp_only/white/snr_+5dB,p00,u35,1.0
dsp_only/white/snr_+5dB,p00,u36,1.0
dsp_only/white/snr_+5dB,p00,u37,1.0
dsp_only/white/snr_+5dB,p00,u38,0.4634
dsp_only/white/snr_+5dB,p00,u39,0.9787
dsp_only/white/snr_+5dB,p00,u40,1.0
dsp_only/white/snr_+5dB,p00,u41,1.0
dsp_only/white/snr_+5dB,p00,u42,0.8571
dsp_only/white/snr_+5dB,p00,u43,1.0
dsp_only/white/snr_+5dB,p00,u44,1.0
dsp_only/white/snr_+5dB,p00,u45,1.1556
dsp_only/white/snr_+5dB,p00,u46,1.0
dsp_only/white/snr_+5dB,p00,u47,0.661
dsp_only/white/snr_+5dB,p00,u48,0.8667
dsp_only/white/snr_+5dB,p00,u49,0.8857
dsp_only/white/snr_-5dB,p00,u00,1.0
dsp_only/white/snr_-5dB,p00,u01,1.0
dsp_only/white/snr_-5dB,p00,u02,1.0
dsp_only/white/snr_-5dB,p00,u03,1.0
dsp_only/white/snr_-5dB,p00,u04,1.0
dsp_only/white/snr_-5dB,p00,u05,1.0
dsp_only/white/snr_-5dB,p00,u06,1.0
dsp_only/white/snr_-5dB,p00,u07,1.0
dsp_only/white/snr_-5dB,p00,u08,1.0
dsp_only/white/snr_-5dB,p00,u09,1.0
dsp_only/white/snr_-5dB,p00,u10,1.0
dsp_only/white/snr_-5dB,p00,u11,1.0
dsp_only/white/snr_-5dB,p00,u12,1.0
dsp_only/white/snr_-5dB,p00,u13,1.0
dsp_only/white/snr_-5dB,p00,u14,1.0
dsp_only/white/snr_-5dB,p00,u15,1.0
dsp_only/white/snr_-5dB,p00,u16,1.0
dsp_only/white/snr_-5dB,p00,u17,1.0
dsp_only/white/snr_-5dB,p00,u18,1.0
dsp_only/white/snr_-5dB,p00,u19,1.0
dsp_only/white/snr_-5dB,p00,u20,1.0
dsp_only/white/snr_-5dB,p00,u21,1.0
dsp_only/white/snr_-5dB,p00,u22,1.0
dsp_only/white/snr_-5dB,p00,u23,1.0
dsp_only/white/snr_-5dB,p00,u24,1.0
dsp_only/white/snr_-5dB,p00,u25,1.0
dsp_only/white/snr_-5dB,p00,u26,1.0
dsp_only/white/snr_-5dB,p00,u27,1.0
dsp_only/white/snr_-5dB,p00,u28,1.0
dsp_only/white/snr_-5dB,p00,u29,1.0
dsp_only/white/snr_-5dB,p00,u30,1.0
dsp_only/white/snr_-5dB,p00,u31,1.0
dsp_only/white/snr_-5dB,p00,u32,1.0
dsp_only/white/snr_-5dB,p00,u33,1.0
dsp_only/white/snr_-5dB,p00,u34,1.0
dsp_only/white/snr_-5dB,p00,u35,1.0
dsp_only/white/snr_-5dB,p00,u36,1.0
dsp_only/white/snr_-5dB,p00,u37,1.0
dsp_only/white/snr_-5dB,p00,u38,1.0
dsp_only/white/snr_-5dB,p00,u39,1.0
dsp_only/white/snr_-5dB,p00,u40,1.0
dsp_only/white/snr_-5dB,p00,u41,0.9778
dsp_only/white/snr_-5dB,p00,u42,1.0
dsp_only/white/snr_-5dB,p00,u43,1.0
dsp_only/white/snr_-5dB,p00,u44,1.0
dsp_only/white/snr_-5dB,p00,u45,1.0
dsp_only/white/snr_-5dB,p00,u46,1.0
dsp_only/white/snr_-5dB,p00,u47,1.0
dsp_only/white/snr_-5dB,p00,u48,1.0
dsp_only/white/snr_-5dB,p00,u49,1.0
gtcrn/pink/snr_+0dB,p00,u00,1.1321
gtcrn/pink/snr_+0dB,p00,u01,1.0
gtcrn/pink/snr_+0dB,p00,u02,1.1778
gtcrn/pink/snr_+0dB,p00,u03,0.9516
gtcrn/pink/snr_+0dB,p00,u04,1.4821
gtcrn/pink/snr_+0dB,p00,u05,1.0536
gtcrn/pink/snr_+0dB,p00,u06,1.0
gtcrn/pink/snr_+0dB,p00,u07,1.2037
gtcrn/pink/snr_+0dB,p00,u08,1.0238
gtcrn/pink/snr_+0dB,p00,u09,1.0
gtcrn/pink/snr_+0dB,p00,u10,1.0
gtcrn/pink/snr_+0dB,p00,u11,1.3333
gtcrn/pink/snr_+0dB,p00,u12,1.25
gtcrn/pink/snr_+0dB,p00,u13,0.9804
gtcrn/pink/snr_+0dB,p00,u14,1.0784
gtcrn/pink/snr_+0dB,p00,u15,0.9545
gtcrn/pink/snr_+0dB,p00,u16,1.6512
gtcrn/pink/snr_+0dB,p00,u17,0.9444
gtcrn/pink/snr_+0dB,p00,u18,1.1875
gtcrn/pink/snr_+0dB,p00,u19,0.9268
gtcrn/pink/snr_+0dB,p00,u20,0.9254
gtcrn/pink/snr_+0dB,p00,u21,0.9412
gtcrn/pink/snr_+0dB,p00,u22,0.9636
gtcrn/pink/snr_+0dB,p00,u23,0.8333
gtcrn/pink/snr_+0dB,p00,u24,1.102
gtcrn/pink/snr_+0dB,p00,u25,1.0
gtcrn/pink/snr_+0dB,p00,u26,0.9697
gtcrn/pink/snr_+0dB,p00,u27,1.0862
gtcrn/pink/snr_+0dB,p00,u28,0.9636
gtcrn/pink/snr_+0dB,p00,u29,1.1132
gtcrn/pink/snr_+0dB,p00,u30,0.8909
gtcrn/pink/snr_+0dB,p00,u31,0.8833
gtcrn/pink/snr_+0dB,p00,u32,1.1944
gtcrn/pink/snr_+0dB,p00,u33,0.9231
gtcrn/pink/snr_+0dB,p00,u34,1.3529
gtcrn/pink/snr_+0dB,p00,u35,1.0
gtcrn/pink/snr_+0dB,p00,u36,0.7
gtcrn/pink/snr_+0dB,p00,u37,1.0
gtcrn/pink/snr_+0dB,p00,u38,1.1707
gtcrn/pink/snr_+0dB,p00,u39,1.2128
gtcrn/pink/snr_+0dB,p00,u40,0.973
gtcrn/pink/snr_+0dB,p00,u41,1.8889
gtcrn/pink/snr_+0dB,p00,u42,1.2321
gtcrn/pink/snr_+0dB,p00,u43,1.0
gtcrn/pink/snr_+0dB,p00,u44,0.9672
gtcrn/pink/snr_+0dB,p00,u45,1.4444
gtcrn/pink/snr_+0dB,p00,u46,0.9333
gtcrn/pink/snr_+0dB,p00,u47,0.7966
gtcrn/pink/snr_+0dB,p00,u48,1.0
gtcrn/pink/snr_+0dB,p00,u49,1.2286
gtcrn/pink/snr_+10dB,p00,u00,0.4906
gtcrn/pink/snr_+10dB,p00,u01,0.5818
gtcrn/pink/snr_+10dB,p00,u02,0.5556
gtcrn/pink/snr_+10dB,p00,u03,0.5161
gtcrn/pink/snr_+10dB,p00,u04,0.5179
gtcrn/pink/snr_+10dB,p00,u05,0.375
gtcrn/pink/snr_+10dB,p00,u06,0.3276
gtcrn/pink/snr_+10dB,p00,u07,0.537
gtcrn/pink/snr_+10dB,p00,u08,0.7857
gtcrn/pink/snr_+10dB,p00,u09,0.9024
gtcrn/pink/snr_+10dB,p00,u10,0.4667
gtcrn/pink/snr_+10dB,p00,u11,0.4524
gtcrn/pink/snr_+10dB,p00,u12,0.4688
gtcrn/pink/snr_+10dB,p00,u13,0.4314
gtcrn/pink/snr_+10dB,p00,u14,0.5686
gtcrn/pink/snr_+10dB,p00,u15,0.6818
gtcrn/pink/snr_+10dB,p00,u16,0.3721
gtcrn/pink/snr_+10dB,p00,u17,0.8333
gtcrn/pink/snr_+10dB,p00,u18,0.4844
gtcrn/pink/snr_+10dB,p00,u19,0.3659
gtcrn/pink/snr_+10dB,p00,u20,0.597
gtcrn/pink/snr_+10dB,p00,u21,0.4118
gtcrn/pink/snr_+10dB,p00,u22,0.5455
gtcrn/pink/snr_+10dB,p00,u23,0.303
gtcrn/pink/snr_+10dB,p00,u24,0.4898
gtcrn/pink/snr_+10dB,p00,u25,0.6604
gtcrn/pink/snr_+10dB,p00,u26,0.5455
gtcrn/pink/snr_+10dB,p00,u27,0.5862
gtcrn/pink/snr_+10dB,p00,u28,0.5455
gtcrn/pink/snr_+10dB,p00,u29,0.5472
gtcrn/pink/snr_+10dB,p00,u30,0.3818
gtcrn/pink/snr_+10dB,p00,u31,0.55
gtcrn/pink/snr_+10dB,p00,u32,0.6111
gtcrn/pink/snr_+10dB,p00,u33,0.9487
gtcrn/pink/snr_+10dB,p00,u34,0.6176
gtcrn/pink/snr_+10dB,p00,u35,0.7222
gtcrn/pink/snr_+10dB,p00,u36,0.275
gtcrn/pink/snr_+10dB,p00,u37,0.5254
gtcrn/pink/snr_+10dB,p00,u38,0.2683
gtcrn/pink/snr_+10dB,p00,u39,0.7447
gtcrn/pink/snr_+10dB,p00,u40,0.6216
gtcrn/pink/snr_+10dB,p00,u41,0.6222
gtcrn/pink/snr_+10dB,p00,u42,0.5
gtcrn/pink/snr_+10dB,p00,u43,0.4697
gtcrn/pink/snr_+10dB,p00,u44,0.3115
gtcrn/pink/snr_+10dB,p00,u45,1.0222
gtcrn/pink/snr_+10dB,p00,u46,0.6222
gtcrn/pink/snr_+10dB,p00,u47,0.4576
gtcrn/pink/snr_+10dB,p00,u48,0.3333
gtcrn/pink/snr_+10dB,p00,u49,0.4857
gtcrn/pink/snr_+20dB,p00,u00,0.3396
gtcrn/pink/snr_+20dB,p00,u01,0.5455
gtcrn/pink/snr_+20dB,p00,u02,0.4222
gtcrn/pink/snr_+20dB,p00,u03,0.3548
gtcrn/pink/snr_+20dB,p00,u04,0.1964
gtcrn/pink/snr_+20dB,p00,u05,0.2143
gtcrn/pink/snr_+20dB,p00,u06,0.1897
gtcrn/pink/snr_+20dB,p00,u07,0.3333
gtcrn/pink/snr_+20dB,p00,u08,0.381
gtcrn/pink/snr_+20dB,p00,u09,0.6098
gtcrn/pink/snr_+20dB,p00,u10,0.4333
gtcrn/pink/snr_+20dB,p00,u11,0.2857
gtcrn/pink/snr_+20dB,p00,u12,0.3438
gtcrn/pink/snr_+20dB,p00,u13,0.2941
gtcrn/pink/snr_+20dB,p00,u14,0.4314
gtcrn/pink/snr_+20dB,p00,u15,0.5909
gtcrn/pink/snr_+20dB,p00,u16,0.2326
gtcrn/pink/snr_+20dB,p00,u17,0.6111
gtcrn/pink/snr_+20dB,p00,u18,0.2656
gtcrn/pink/snr_+20dB,p00,u19,0.2927
gtcrn/pink/snr_+20dB,p00,u20,0.4179
gtcrn/pink/snr_+20dB,p00,u21,0.3333
gtcrn/pink/snr_+20dB,p00,u22,0.4
gtcrn/pink/snr_+20dB,p00,u23,0.2273
gtcrn/pink/snr_+20dB,p00,u24,0.3673
gtcrn/pink/snr_+20dB,p00,u25,0.3585
gtcrn/pink/snr_+20dB,p00,u26,0.4545
gtcrn/pink/snr_+20dB,p00,u27,0.3621
gtcrn/pink/snr_+20dB,p00,u28,0.2364
gtcrn/pink/snr_+20dB,p00,u29,0.3019
gtcrn/pink/snr_+20dB,p00,u30,0.2727
gtcrn/pink/snr_+20dB,p00,u31,0.3
gtcrn/pink/snr_+20dB,p00,u32,0.2778
gtcrn/pink/snr_+20dB,p00,u33,0.5641
gtcrn/pink/snr_+20dB,p00,u34,0.6176
gtcrn/pink/snr_+20dB,p00,u35,0.5
gtcrn/pink/snr_+20dB,p00,u36,0.375
gtcrn/pink/snr_+20dB,p00,u37,0.1864
gtcrn/pink/snr_+20dB,p00,u38,0.1951
gtcrn/pink/snr_+20dB,p00,u39,0.4043
gtcrn/pink/snr_+20dB,p00,u40,0.5676
gtcrn/pink/snr_+20dB,p00,u41,0.4222
gtcrn/pink/snr_+20dB,p00,u42,0.4643
gtcrn/pink/snr_+20dB,p00,u43,0.2121
gtcrn/pink/snr_+20dB,p00,u44,0.2295
gtcrn/pink/snr_+20dB,p00,u45,0.4444
gtcrn/pink/snr_+20dB,p00,u46,0.6
gtcrn/pink/snr_+20dB,p00,u47,0.3559
gtcrn/pink/snr_+20dB,p00,u48,0.2667
gtcrn/pink/snr_+20dB,p00,u49,0.4286
gtcrn/pink/snr_+5dB,p00,u00,0.6604
gtcrn/pink/snr_+5dB,p00,u01,0.9636
gtcrn/pink/snr_+5dB,p00,u02,0.8889
gtcrn/pink/snr_+5dB,p00,u03,0.5161
gtcrn/pink/snr_+5dB,p00,u04,0.5536
gtcrn/pink/snr_+5dB,p00,u05,0.7857
gtcrn/pink/snr_+5dB,p00,u06,0.5862
gtcrn/pink/snr_+5dB,p00,u07,1.2407
gtcrn/pink/snr_+5dB,p00,u08,1.0714
gtcrn/pink/snr_+5dB,p00,u09,1.0732
gtcrn/pink/snr_+5dB,p00,u10,0.7667
gtcrn/pink/snr_+5dB,p00,u11,0.619
gtcrn/pink/snr_+5dB,p00,u12,0.75
gtcrn/pink/snr_+5dB,p00,u13,0.8824
gtcrn/pink/snr_+5dB,p00,u14,0.9412
gtcrn/pink/snr_+5dB,p00,u15,0.9545
gtcrn/pink/snr_+5dB,p00,u16,0.5581
gtcrn/pink/snr_+5dB,p00,u17,1.0556
gtcrn/pink/snr_+5dB,p00,u18,0.875
gtcrn/pink/snr_+5dB,p00,u19,0.4146
gtcrn/pink/snr_+5dB,p00,u20,0.7313
gtcrn/pink/snr_+5dB,p00,u21,0.8824
gtcrn/pink/snr_+5dB,p00,u22,0.7636
gtcrn/pink/snr_+5dB,p00,u23,0.5455
gtcrn/pink/snr_+5dB,p00,u24,0.8776
gtcrn/pink/snr_+5dB,p00,u25,0.8491
gtcrn/pink/snr_+5dB,p00,u26,0.8182
gtcrn/pink/snr_+5dB,p00,u27,0.7931
gtcrn/pink/snr_+5dB,p00,u28,0.8
gtcrn/pink/snr_+5dB,p00,u29,1.0
gtcrn/pink/snr_+5dB,p00,u30,0.7455
gtcrn/pink/snr_+5dB,p00,u31,1.0667
gtcrn/pink/snr_+5dB,p00,u32,2.3333
gtcrn/pink/snr_+5dB,p00,u33,0.8974
gtcrn/pink/snr_+5dB,p00,u34,1.0
gtcrn/pink/snr_+5dB,p00,u35,1.0278
gtcrn/pink/snr_+5dB,p00,u36,0.775
gtcrn/pink/snr_+5dB,p00,u37,1.1525
gtcrn/pink/snr_+5dB,p00,u38,0.5122
gtcrn/pink/snr_+5dB,p00,u39,0.8298
gtcrn/pink/snr_+5dB,p00,u40,0.9459
gtcrn/pink/snr_+5dB,p00,u41,1.0667
gtcrn/pink/snr_+5dB,p00,u42,0.6786
gtcrn/pink/snr_+5dB,p00,u43,1.1818
gtcrn/pink/snr_+5dB,p00,u44,0.5902
gtcrn/pink/snr_+5dB,p00,u45,1.2222
gtcrn/pink/snr_+5dB,p00,u46,0.6444
gtcrn/pink/snr_+5dB,p00,u47,0.5763
gtcrn/pink/snr_+5dB,p00,u48,0.9111
gtcrn/pink/snr_+5dB,p00,u49,0.9429
gtcrn/pink/snr_-5dB,p00,u00,1.1509
gtcrn/pink/snr_-5dB,p00,u01,0.9455
gtcrn/pink/snr_-5dB,p00,u02,1.0
gtcrn/pink/snr_-5dB,p00,u03,1.0
gtcrn/pink/snr_-5dB,p00,u04,1.0
gtcrn/pink/snr_-5dB,p00,u05,3.8929
gtcrn/pink/snr_-5dB,p00,u06,1.2069
gtcrn/pink/snr_-5dB,p00,u07,1.0
gtcrn/pink/snr_-5dB,p00,u08,1.0
gtcrn/pink/snr_-5dB,p00,u09,1.4146
gtcrn/pink/snr_-5dB,p00,u10,0.9833
gtcrn/pink/snr_-5dB,p00,u11,1.0
gtcrn/pink/snr_-5dB,p00,u12,1.4375
gtcrn/pink/snr_-5dB,p00,u13,0.9608
gtcrn/pink/snr_-5dB,p00,u14,2.1765
gtcrn/pink/snr_-5dB,p00,u15,1.0
gtcrn/pink/snr_-5dB,p00,u16,1.3256
gtcrn/pink/snr_-5dB,p00,u17,2.5
gtcrn/pink/snr_-5dB,p00,u18,2.7969
gtcrn/pink/snr_-5dB,p00,u19,1.0
gtcrn/pink/snr_-5dB,p00,u20,1.0
gtcrn/pink/snr_-5dB,p00,u21,1.0196
gtcrn/pink/snr_-5dB,p00,u22,1.0
gtcrn/pink/snr_-5dB,p00,u23,0.9697
gtcrn/pink/snr_-5dB,p00,u24,0.9184
gtcrn/pink/snr_-5dB,p00,u25,1.0
gtcrn/pink/snr_-5dB,p00,u26,1.0909
gtcrn/pink/snr_-5dB,p00,u27,0.9828
gtcrn/pink/snr_-5dB,p00,u28,0.9636
gtcrn/pink/snr_-5dB,p00,u29,1.0
gtcrn/pink/snr_-5dB,p00,u30,1.0
gtcrn/pink/snr_-5dB,p00,u31,1.0
gtcrn/pink/snr_-5dB,p00,u32,1.4722
gtcrn/pink/snr_-5dB,p00,u33,1.0
gtcrn/pink/snr_-5dB,p00,u34,1.0
gtcrn/pink/snr_-5dB,p00,u35,1.0
gtcrn/pink/snr_-5dB,p00,u36,0.9
gtcrn/pink/snr_-5dB,p00,u37,0.9831
gtcrn/pink/snr_-5dB,p00,u38,0.9268
gtcrn/pink/snr_-5dB,p00,u39,1.0
gtcrn/pink/snr_-5dB,p00,u40,0.973
gtcrn/pink/snr_-5dB,p00,u41,1.0
gtcrn/pink/snr_-5dB,p00,u42,1.0
gtcrn/pink/snr_-5dB,p00,u43,1.0
gtcrn/pink/snr_-5dB,p00,u44,1.2295
gtcrn/pink/snr_-5dB,p00,u45,0.9333
gtcrn/pink/snr_-5dB,p00,u46,0.9333
gtcrn/pink/snr_-5dB,p00,u47,1.0
gtcrn/pink/snr_-5dB,p00,u48,0.9333
gtcrn/pink/snr_-5dB,p00,u49,1.0
gtcrn/white/snr_+0dB,p00,u00,0.9434
gtcrn/white/snr_+0dB,p00,u01,2.3455
gtcrn/white/snr_+0dB,p00,u02,0.9556
gtcrn/white/snr_+0dB,p00,u03,0.9677
gtcrn/white/snr_+0dB,p00,u04,1.3929
gtcrn/white/snr_+0dB,p00,u05,0.9643
gtcrn/white/snr_+0dB,p00,u06,1.1724
gtcrn/white/snr_+0dB,p00,u07,1.2037
gtcrn/white/snr_+0dB,p00,u08,1.0476
gtcrn/white/snr_+0dB,p00,u09,1.0
gtcrn/white/snr_+0dB,p00,u10,1.0833
gtcrn/white/snr_+0dB,p00,u11,1.2381
gtcrn/white/snr_+0dB,p00,u12,0.9375
gtcrn/white/snr_+0dB,p00,u13,0.9608
gtcrn/white/snr_+0dB,p00,u14,0.9608
gtcrn/white/snr_+0dB,p00,u15,1.1818
gtcrn/white/snr_+0dB,p00,u16,2.3256
gtcrn/white/snr_+0dB,p00,u17,0.9444
gtcrn/white/snr_+0dB,p00,u18,1.1719
gtcrn/white/snr_+0dB,p00,u19,1.0732
gtcrn/white/snr_+0dB,p00,u20,0.9701
gtcrn/white/snr_+0dB,p00,u21,0.9804
gtcrn/white/snr_+0dB,p00,u22,0.9455
gtcrn/white/snr_+0dB,p00,u23,0.9242
gtcrn/white/snr_+0dB,p00,u24,1.1224
gtcrn/white/snr_+0dB,p00,u25,1.0
gtcrn/white/snr_+0dB,p00,u26,1.4545
gtcrn/white/snr_+0dB,p00,u27,0.9138
gtcrn/white/snr_+0dB,p00,u28,0.9636
gtcrn/white/snr_+0dB,p00,u29,2.4151
gtcrn/white/snr_+0dB,p00,u30,1.0
gtcrn/white/snr_+0dB,p00,u31,0.9667
gtcrn/white/snr_+0dB,p00,u32,1.5556
gtcrn/white/snr_+0dB,p00,u33,1.1026
gtcrn/white/snr_+0dB,p00,u34,0.9412
gtcrn/white/snr_+0dB,p00,u35,1.1111
gtcrn/white/snr_+0dB,p00,u36,0.975
gtcrn/white/snr_+0dB,p00,u37,0.9153
gtcrn/white/snr_+0dB,p00,u38,1.4146
gtcrn/white/snr_+0dB,p00,u39,1.0
gtcrn/white/snr_+0dB,p00,u40,1.1892
gtcrn/white/snr_+0dB,p00,u41,1.0667
gtcrn/white/snr_+0dB,p00,u42,1.3571
gtcrn/white/snr_+0dB,p00,u43,0.9697
gtcrn/white/snr_+0dB,p00,u44,1.0656
gtcrn/white/snr_+0dB,p00,u45,1.2
gtcrn/white/snr_+0dB,p00,u46,1.6889
gtcrn/white/snr_+0dB,p00,u47,1.0508
gtcrn/white/snr_+0dB,p00,u48,1.1556
gtcrn/white/snr_+0dB,p00,u49,0.9429
gtcrn/white/snr_+10dB,p00,u00,0.6038
gtcrn/white/snr_+10dB,p00,u01,1.3818
gtcrn/white/snr_+10dB,p00,u02,0.7556
gtcrn/white/snr_+10dB,p00,u03,0.5161
gtcrn/white/snr_+10dB,p00,u04,0.4821
gtcrn/white/snr_+10dB,p00,u05,0.6071
gtcrn/white/snr_+10dB,p00,u06,0.3448
gtcrn/white/snr_+10dB,p00,u07,0.6667
gtcrn/white/snr_+10dB,p00,u08,0.9524
gtcrn/white/snr_+10dB,p00,u09,0.8537
gtcrn/white/snr_+10dB,p00,u10,0.6333
gtcrn/white/snr_+10dB,p00,u11,0.7857
gtcrn/white/snr_+10dB,p00,u12,0.5625
gtcrn/white/snr_+10dB,p00,u13,0.5294
gtcrn/white/snr_+10dB,p00,u14,0.6667
gtcrn/white/snr_+10dB,p00,u15,0.6364
gtcrn/white/snr_+10dB,p00,u16,0.4651
gtcrn/white/snr_+10dB,p00,u17,0.8889
gtcrn/white/snr_+10dB,p00,u18,0.6875
gtcrn/white/snr_+10dB,p00,u19,0.5122
gtcrn/white/snr_+10dB,p00,u20,0.6866
gtcrn/white/snr_+10dB,p00,u21,0.8039
gtcrn/white/snr_+10dB,p00,u22,0.6182
gtcrn/white/snr_+10dB,p00,u23,0.3182
gtcrn/white/snr_+10dB,p00,u24,0.5918
gtcrn/white/snr_+10dB,p00,u25,1.0
gtcrn/white/snr_+10dB,p00,u26,0.7273
gtcrn/white/snr_+10dB,p00,u27,0.8621
gtcrn/white/snr_+10dB,p00,u28,0.7455
gtcrn/white/snr_+10dB,p00,u29,0.5849
gtcrn/white/snr_+10dB,p00,u30,0.5455
gtcrn/white/snr_+10dB,p00,u31,0.75
gtcrn/white/snr_+10dB,p00,u32,0.8056
gtcrn/white/snr_+10dB,p00,u33,0.9744
gtcrn/white/snr_+10dB,p00,u34,0.6176
gtcrn/white/snr_+10dB,p00,u35,0.8056
gtcrn/white/snr_+10dB,p00,u36,0.775
gtcrn/white/snr_+10dB,p00,u37,1.0
gtcrn/white/snr_+10dB,p00,u38,0.439
gtcrn/white/snr_+10dB,p00,u39,0.8723
gtcrn/white/snr_+10dB,p00,u40,0.7568
gtcrn/white/snr_+10dB,p00,u41,0.8444
gtcrn/white/snr_+10dB,p00,u42,0.625
gtcrn/white/snr_+10dB,p00,u43,0.9091
gtcrn/white/snr_+10dB,p00,u44,0.623
gtcrn/white/snr_+10dB,p00,u45,0.8889
gtcrn/white/snr_+10dB,p00,u46,0.6889
gtcrn/white/snr_+10dB,p00,u47,0.4746
gtcrn/white/snr_+10dB,p00,u48,0.6222
gtcrn/white/snr_+10dB,p00,u49,0.5429
gtcrn/white/snr_+20dB,p00,u00,0.3585
gtcrn/white/snr_+20dB,p00,u01,0.4727
gtcrn/white/snr_+20dB,p00,u02,0.4444
gtcrn/white/snr_+20dB,p00,u03,0.3871
gtcrn/white/snr_+20dB,p00,u04,0.2143
gtcrn/white/snr_+20dB,p00,u05,0.25
gtcrn/white/snr_+20dB,p00,u06,0.1552
gtcrn/white/snr_+20dB,p00,u07,0.3333
gtcrn/white/snr_+20dB,p00,u08,0.1667
gtcrn/white/snr_+20dB,p00,u09,0.7561
gtcrn/white/snr_+20dB,p00,u10,0.4667
gtcrn/white/snr_+20dB,p00,u11,0.381
gtcrn/white/snr_+20dB,p00,u12,0.3125
gtcrn/white/snr_+20dB,p00,u13,0.3333
gtcrn/white/snr_+20dB,p00,u14,0.451
gtcrn/white/snr_+20dB,p00,u15,0.5909
gtcrn/white/snr_+20dB,p00,u16,0.3023
gtcrn/white/snr_+20dB,p00,u17,0.6667
gtcrn/white/snr_+20dB,p00,u18,0.2969
gtcrn/white/snr_+20dB,p00,u19,0.2683
gtcrn/white/snr_+20dB,p00,u20,0.4478
gtcrn/white/snr_+20dB,p00,u21,0.4118
gtcrn/white/snr_+20dB,p00,u22,0.2727
gtcrn/white/snr_+20dB,p00,u23,0.2576
gtcrn/white/snr_+20dB,p00,u24,0.3673
gtcrn/white/snr_+20dB,p00,u25,0.3962
gtcrn/white/snr_+20dB,p00,u26,0.4545
gtcrn/white/snr_+20dB,p00,u27,0.5345
gtcrn/white/snr_+20dB,p00,u28,0.2
gtcrn/white/snr_+20dB,p00,u29,0.4151
gtcrn/white/snr_+20dB,p00,u30,0.2364
gtcrn/white/snr_+20dB,p00,u31,0.55
gtcrn/white/snr_+20dB,p00,u32,0.2778
gtcrn/white/snr_+20dB,p00,u33,0.359
gtcrn/white/snr_+20dB,p00,u34,0.5588
gtcrn/white/snr_+20dB,p00,u35,0.4167
gtcrn/white/snr_+20dB,p00,u36,0.275
gtcrn/white/snr_+20dB,p00,u37,0.3051
gtcrn/white/snr_+20dB,p00,u38,0.2439
gtcrn/white/snr_+20dB,p00,u39,0.4043
gtcrn/white/snr_+20dB,p00,u40,0.6216
gtcrn/white/snr_+20dB,p00,u41,0.3778
gtcrn/white/snr_+20dB,p00,u42,0.4643
gtcrn/white/snr_+20dB,p00,u43,0.2879
gtcrn/white/snr_+20dB,p00,u44,0.1475
gtcrn/white/snr_+20dB,p00,u45,0.3778
gtcrn/white/snr_+20dB,p00,u46,0.5556
gtcrn/white/snr_+20dB,p00,u47,0.4407
gtcrn/white/snr_+20dB,p00,u48,0.2222
gtcrn/white/snr_+20dB,p00,u49,0.4
gtcrn/white/snr_+5dB,p00,u00,0.8113
gtcrn/white/snr_+5dB,p00,u01,0.9818
gtcrn/white/snr_+5dB,p00,u02,0.9333
gtcrn/white/snr_+5dB,p00,u03,0.6129
gtcrn/white/snr_+5dB,p00,u04,0.8214
gtcrn/white/snr_+5dB,p00,u05,1.1786
gtcrn/white/snr_+5dB,p00,u06,0.4828
gtcrn/white/snr_+5dB,p00,u07,0.9815
gtcrn/white/snr_+5dB,p00,u08,0.8333
gtcrn/white/snr_+5dB,p00,u09,1.2927
gtcrn/white/snr_+5dB,p00,u10,0.7667
gtcrn/white/snr_+5dB,p00,u11,0.7381
gtcrn/white/snr_+5dB,p00,u12,0.8125
gtcrn/white/snr_+5dB,p00,u13,1.3137
gtcrn/white/snr_+5dB,p00,u14,0.9412
gtcrn/white/snr_+5dB,p00,u15,0.75
gtcrn/white/snr_+5dB,p00,u16,0.7907
gtcrn/white/snr_+5dB,p00,u17,0.9815
gtcrn/white/snr_+5dB,p00,u18,0.9531
gtcrn/white/snr_+5dB,p00,u19,0.5854
gtcrn/white/snr_+5dB,p00,u20,0.7313
gtcrn/white/snr_+5dB,p00,u21,1.0784
gtcrn/white/snr_+5dB,p00,u22,0.9091
gtcrn/white/snr_+5dB,p00,u23,0.9242
gtcrn/white/snr_+5dB,p00,u24,1.102
gtcrn/white/snr_+5dB,p00,u25,0.7736
gtcrn/white/snr_+5dB,p00,u26,1.0909
gtcrn/white/snr_+5dB,p00,u27,1.2586
gtcrn/white/snr_+5dB,p00,u28,0.9636
gtcrn/white/snr_+5dB,p00,u29,1.2264
