condition,speaker_id,sentence_id,cer
no_se/white/snr_+20dB,p00,u43,0.2727
no_se/white/snr_+20dB,p00,u44,0.1148
no_se/white/snr_+20dB,p00,u45,0.3778
no_se/white/snr_+20dB,p00,u46,0.6
no_se/white/snr_+20dB,p00,u47,0.2881
no_se/white/snr_+20dB,p00,u48,0.2222
no_se/white/snr_+20dB,p00,u49,0.3143
no_se/white/snr_+5dB,p00,u00,0.4717
no_se/white/snr_+5dB,p00,u01,0.6364
no_se/white/snr_+5dB,p00,u02,0.6
no_se/white/snr_+5dB,p00,u03,0.5
no_se/white/snr_+5dB,p00,u04,0.5179
no_se/white/snr_+5dB,p00,u05,0.5
no_se/white/snr_+5dB,p00,u06,0.4655
no_se/white/snr_+5dB,p00,u07,0.5556
no_se/white/snr_+5dB,p00,u08,0.5476
no_se/white/snr_+5dB,p00,u09,1.0
no_se/white/snr_+5dB,p00,u10,0.6
no_se/white/snr_+5dB,p00,u11,0.619
no_se/white/snr_+5dB,p00,u12,0.7188
no_se/white/snr_+5dB,p00,u13,0.5882
no_se/white/snr_+5dB,p00,u14,0.9412
no_se/white/snr_+5dB,p00,u15,0.6818
no_se/white/snr_+5dB,p00,u16,0.5349
no_se/white/snr_+5dB,p00,u17,0.9259
no_se/white/snr_+5dB,p00,u18,0.5938
no_se/white/snr_+5dB,p00,u19,0.5366
no_se/white/snr_+5dB,p00,u20,0.6269
no_se/white/snr_+5dB,p00,u21,0.6863
no_se/white/snr_+5dB,p00,u22,0.8
no_se/white/snr_+5dB,p00,u23,0.4242
no_se/white/snr_+5dB,p00,u24,0.6122
no_se/white/snr_+5dB,p00,u25,0.7736
no_se/white/snr_+5dB,p00,u26,0.697
no_se/white/snr_+5dB,p00,u27,0.931
no_se/white/snr_+5dB,p00,u28,0.8727
no_se/white/snr_+5dB,p00,u29,0.6604
no_se/white/snr_+5dB,p00,u30,0.8545
no_se/white/snr_+5dB,p00,u31,0.85
no_se/white/snr_+5dB,p00,u32,0.8056
no_se/white/snr_+5dB,p00,u33,0.5385
no_se/white/snr_+5dB,p00,u34,0.8824
no_se/white/snr_+5dB,p00,u35,0.8333
no_se/white/snr_+5dB,p00,u36,0.65
no_se/white/snr_+5dB,p00,u37,0.5763
no_se/white/snr_+5dB,p00,u38,0.5366
no_se/white/snr_+5dB,p00,u39,0.7234
no_se/white/snr_+5dB,p00,u40,0.6757
no_se/white/snr_+5dB,p00,u41,0.6667
no_se/white/snr_+5dB,p00,u42,0.6786
no_se/white/snr_+5dB,p00,u43,0.7727
no_se/white/snr_+5dB,p00,u44,0.541
no_se/white/snr_+5dB,p00,u45,0.8
no_se/white/snr_+5dB,p00,u46,0.6667
no_se/white/snr_+5dB,p00,u47,0.5085
no_se/white/snr_+5dB,p00,u48,0.5111
no_se/white/snr_+5dB,p00,u49,0.4857
no_se/white/snr_-5dB,p00,u00,1.0943
no_se/white/snr_-5dB,p00,u01,1.3818
no_se/white/snr_-5dB,p00,u02,0.8889
no_se/white/snr_-5dB,p00,u03,0.9677
no_se/white/snr_-5dB,p00,u04,1.1071
no_se/white/snr_-5dB,p00,u05,1.3036
no_se/white/snr_-5dB,p00,u06,0.6724
no_se/white/snr_-5dB,p00,u07,0.8704
no_se/white/snr_-5dB,p00,u08,0.9762
no_se/white/snr_-5dB,p00,u09,0.9512
no_se/white/snr_-5dB,p00,u10,0.95
no_se/white/snr_-5dB,p00,u11,1.0476
no_se/white/snr_-5dB,p00,u12,1.1562
no_se/white/snr_-5dB,p00,u13,0.9804
no_se/white/snr_-5dB,p00,u14,1.0
no_se/white/snr_-5dB,p00,u15,0.9545
no_se/white/snr_-5dB,p00,u16,1.0
no_se/white/snr_-5dB,p00,u17,1.0
no_se/white/snr_-5dB,p00,u18,1.0
no_se/white/snr_-5dB,p00,u19,0.8293
no_se/white/snr_-5dB,p00,u20,1.1343
no_se/white/snr_-5dB,p00,u21,1.0
no_se/white/snr_-5dB,p00,u22,0.9091
no_se/white/snr_-5dB,p00,u23,0.8939
no_se/white/snr_-5dB,p00,u24,0.9388
no_se/white/snr_-5dB,p00,u25,1.0566
no_se/white/snr_-5dB,p00,u26,0.9697
no_se/white/snr_-5dB,p00,u27,1.0862
no_se/white/snr_-5dB,p00,u28,1.0
no_se/white/snr_-5dB,p00,u29,0.9623
no_se/white/snr_-5dB,p00,u30,1.0
no_se/white/snr_-5dB,p00,u31,1.0833
no_se/white/snr_-5dB,p00,u32,1.0556
no_se/white/snr_-5dB,p00,u33,0.9231
no_se/white/snr_-5dB,p00,u34,0.8824
no_se/white/snr_-5dB,p00,u35,1.3056
no_se/white/snr_-5dB,p00,u36,0.825
no_se/white/snr_-5dB,p00,u37,1.2881
no_se/white/snr_-5dB,p00,u38,0.9756
no_se/white/snr_-5dB,p00,u39,0.8936
no_se/white/snr_-5dB,p00,u40,0.973
no_se/white/snr_-5dB,p00,u41,0.9778
no_se/white/snr_-5dB,p00,u42,1.0
no_se/white/snr_-5dB,p00,u43,0.9848
no_se/white/snr_-5dB,p00,u44,0.9836
no_se/white/snr_-5dB,p00,u45,1.0
no_se/white/snr_-5dB,p00,u46,0.9333
no_se/white/snr_-5dB,p00,u47,0.9661
no_se/white/snr_-5dB,p00,u48,0.9556
no_se/white/snr_-5dB,p00,u49,0.9143
dsp_only/pink/snr_+0dB,p00,u00,1.0
dsp_only/pink/snr_+0dB,p00,u01,1.0
dsp_only/pink/snr_+0dB,p00,u02,1.0444
dsp_only/pink/snr_+0dB,p00,u03,1.0
dsp_only/pink/snr_+0dB,p00,u04,1.0
dsp_only/pink/snr_+0dB,p00,u05,1.0
dsp_only/pink/snr_+0dB,p00,u06,1.0
dsp_only/pink/snr_+0dB,p00,u07,1.0
dsp_only/pink/snr_+0dB,p00,u08,0.9286
dsp_only/pink/snr_+0dB,p00,u09,1.0
dsp_only/pink/snr_+0dB,p00,u10,1.0
dsp_only/pink/snr_+0dB,p00,u11,0.881
dsp_only/pink/snr_+0dB,p00,u12,1.0
dsp_only/pink/snr_+0dB,p00,u13,1.0
dsp_only/pink/snr_+0dB,p00,u14,1.0
dsp_only/pink/snr_+0dB,p00,u15,0.9773
dsp_only/pink/snr_+0dB,p00,u16,1.5349
dsp_only/pink/snr_+0dB,p00,u17,0.8889
dsp_only/pink/snr_+0dB,p00,u18,1.0
dsp_only/pink/snr_+0dB,p00,u19,1.0
dsp_only/pink/snr_+0dB,p00,u20,1.0597
dsp_only/pink/snr_+0dB,p00,u21,0.9804
dsp_only/pink/snr_+0dB,p00,u22,1.0
dsp_only/pink/snr_+0dB,p00,u23,1.0758
dsp_only/pink/snr_+0dB,p00,u24,1.0612
dsp_only/pink/snr_+0dB,p00,u25,1.0
dsp_only/pink/snr_+0dB,p00,u26,1.0303
dsp_only/pink/snr_+0dB,p00,u27,1.0
dsp_only/pink/snr_+0dB,p00,u28,1.4
dsp_only/pink/snr_+0dB,p00,u29,0.9623
dsp_only/pink/snr_+0dB,p00,u30,1.0
dsp_only/pink/snr_+0dB,p00,u31,1.0
dsp_only/pink/snr_+0dB,p00,u32,1.25
dsp_only/pink/snr_+0dB,p00,u33,1.0
dsp_only/pink/snr_+0dB,p00,u34,1.0
dsp_only/pink/snr_+0dB,p00,u35,1.0
dsp_only/pink/snr_+0dB,p00,u36,1.0
dsp_only/pink/snr_+0dB,p00,u37,1.0
dsp_only/pink/snr_+0dB,p00,u38,1.0
dsp_only/pink/snr_+0dB,p00,u39,0.9787
dsp_only/pink/snr_+0dB,p00,u40,1.0
dsp_only/pink/snr_+0dB,p00,u41,1.0
dsp_only/pink/snr_+0dB,p00,u42,0.9107
dsp_only/pink/snr_+0dB,p00,u43,0.9697
dsp_only/pink/snr_+0dB,p00,u44,1.0
dsp_only/pink/snr_+0dB,p00,u45,0.9778
dsp_only/pink/snr_+0dB,p00,u46,1.0
dsp_only/pink/snr_+0dB,p00,u47,0.8136
dsp_only/pink/snr_+0dB,p00,u48,1.0
dsp_only/pink/snr_+0dB,p00,u49,1.0
dsp_only/pink/snr_+10dB,p00,u00,0.6792
dsp_only/pink/snr_+10dB,p00,u01,0.7455
dsp_only/pink/snr_+10dB,p00,u02,0.7333
dsp_only/pink/snr_+10dB,p00,u03,0.5
dsp_only/pink/snr_+10dB,p00,u04,0.5179
dsp_only/pink/snr_+10dB,p00,u05,0.4643
dsp_only/pink/snr_+10dB,p00,u06,0.3621
dsp_only/pink/snr_+10dB,p00,u07,0.8704
dsp_only/pink/snr_+10dB,p00,u08,0.7857
dsp_only/pink/snr_+10dB,p00,u09,0.878
dsp_only/pink/snr_+10dB,p00,u10,0.4833
dsp_only/pink/snr_+10dB,p00,u11,0.6429
dsp_only/pink/snr_+10dB,p00,u12,0.7812
dsp_only/pink/snr_+10dB,p00,u13,0.6667
dsp_only/pink/snr_+10dB,p00,u14,0.6275
dsp_only/pink/snr_+10dB,p00,u15,0.7045
dsp_only/pink/snr_+10dB,p00,u16,0.4186
dsp_only/pink/snr_+10dB,p00,u17,0.6852
dsp_only/pink/snr_+10dB,p00,u18,0.7656
dsp_only/pink/snr_+10dB,p00,u19,0.3415
dsp_only/pink/snr_+10dB,p00,u20,0.597
dsp_only/pink/snr_+10dB,p00,u21,0.4314
dsp_only/pink/snr_+10dB,p00,u22,0.5455
dsp_only/pink/snr_+10dB,p00,u23,0.4091
dsp_only/pink/snr_+10dB,p00,u24,0.4694
dsp_only/pink/snr_+10dB,p00,u25,0.9811
dsp_only/pink/snr_+10dB,p00,u26,1.1818
dsp_only/pink/snr_+10dB,p00,u27,0.8103
dsp_only/pink/snr_+10dB,p00,u28,0.7273
dsp_only/pink/snr_+10dB,p00,u29,0.5472
dsp_only/pink/snr_+10dB,p00,u30,0.6
dsp_only/pink/snr_+10dB,p00,u31,0.4833
dsp_only/pink/snr_+10dB,p00,u32,0.75
dsp_only/pink/snr_+10dB,p00,u33,0.8974
dsp_only/pink/snr_+10dB,p00,u34,0.7941
dsp_only/pink/snr_+10dB,p00,u35,0.8611
dsp_only/pink/snr_+10dB,p00,u36,0.625
dsp_only/pink/snr_+10dB,p00,u37,1.0
dsp_only/pink/snr_+10dB,p00,u38,0.2927
dsp_only/pink/snr_+10dB,p00,u39,0.8723
dsp_only/pink/snr_+10dB,p00,u40,0.7568
dsp_only/pink/snr_+10dB,p00,u41,0.6444
dsp_only/pink/snr_+10dB,p00,u42,0.6964
dsp_only/pink/snr_+10dB,p00,u43,0.4091
dsp_only/pink/snr_+10dB,p00,u44,0.3607
dsp_only/pink/snr_+10dB,p00,u45,0.9333
dsp_only/pink/snr_+10dB,p00,u46,0.8444
dsp_only/pink/snr_+10dB,p00,u47,0.5254
dsp_only/pink/snr_+10dB,p00,u48,0.5556
dsp_only/pink/snr_+10dB,p00,u49,0.6286
dsp_only/pink/snr_+20dB,p00,u00,0.5283
dsp_only/pink/snr_+20dB,p00,u01,0.7273
dsp_only/pink/snr_+20dB,p00,u02,0.6667
dsp_only/pink/snr_+20dB,p00,u03,0.3871
dsp_only/pink/snr_+20dB,p00,u04,0.5
dsp_only/pink/snr_+20dB,p00,u05,0.4464
dsp_only/pink/snr_+20dB,p00,u06,0.2586
dsp_only/pink/snr_+20dB,p00,u07,0.4074
dsp_only/pink/snr_+20dB,p00,u08,0.2857
dsp_only/pink/snr_+20dB,p00,u09,0.9756
dsp_only/pink/snr_+20dB,p00,u10,0.5833
dsp_only/pink/snr_+20dB,p00,u11,0.4286
dsp_only/pink/snr_+20dB,p00,u12,0.5
dsp_only/pink/snr_+20dB,p00,u13,0.2549
dsp_only/pink/snr_+20dB,p00,u14,0.6863
dsp_only/pink/snr_+20dB,p00,u15,0.6591
dsp_only/pink/snr_+20dB,p00,u16,0.3256
dsp_only/pink/snr_+20dB,p00,u17,0.5741
dsp_only/pink/snr_+20dB,p00,u18,0.5
dsp_only/pink/snr_+20dB,p00,u19,0.2439
dsp_only/pink/snr_+20dB,p00,u20,0.3582
dsp_only/pink/snr_+20dB,p00,u21,0.451
dsp_only/pink/snr_+20dB,p00,u22,0.4545
dsp_only/pink/snr_+20dB,p00,u23,0.2727
dsp_only/pink/snr_+20dB,p00,u24,0.4082
dsp_only/pink/snr_+20dB,p00,u25,0.434
dsp_only/pink/snr_+20dB,p00,u26,0.8485
dsp_only/pink/snr_+20dB,p00,u27,0.3621
dsp_only/pink/snr_+20dB,p00,u28,0.2545
dsp_only/pink/snr_+20dB,p00,u29,0.3774
dsp_only/pink/snr_+20dB,p00,u30,0.2364
dsp_only/pink/snr_+20dB,p00,u31,0.4833
dsp_only/pink/snr_+20dB,p00,u32,0.6389
dsp_only/pink/snr_+20dB,p00,u33,0.4615
dsp_only/pink/snr_+20dB,p00,u34,1.0294
dsp_only/pink/snr_+20dB,p00,u35,0.5278
dsp_only/pink/snr_+20dB,p00,u36,0.5
dsp_only/pink/snr_+20dB,p00,u37,0.3898
dsp_only/pink/snr_+20dB,p00,u38,0.2195
dsp_only/pink/snr_+20dB,p00,u39,0.5106
dsp_only/pink/snr_+20dB,p00,u40,0.5135
dsp_only/pink/snr_+20dB,p00,u41,0.4667
dsp_only/pink/snr_+20dB,p00,u42,0.6429
dsp_only/pink/snr_+20dB,p00,u43,0.5758
dsp_only/pink/snr_+20dB,p00,u44,0.3443
dsp_only/pink/snr_+20dB,p00,u45,0.6667
dsp_only/pink/snr_+20dB,p00,u46,0.6667
dsp_only/pink/snr_+20dB,p00,u47,0.5424
dsp_only/pink/snr_+20dB,p00,u48,0.4222
dsp_only/pink/snr_+20dB,p00,u49,0.4286
dsp_only/pink/snr_+5dB,p00,u00,0.8868
dsp_only/pink/snr_+5dB,p00,u01,1.2
dsp_only/pink/snr_+5dB,p00,u02,0.8222
dsp_only/pink/snr_+5dB,p00,u03,0.5161
dsp_only/pink/snr_+5dB,p00,u04,0.7857
dsp_only/pink/snr_+5dB,p00,u05,0.9464
dsp_only/pink/snr_+5dB,p00,u06,0.569
dsp_only/pink/snr_+5dB,p00,u07,0.8704
dsp_only/pink/snr_+5dB,p00,u08,1.0
dsp_only/pink/snr_+5dB,p00,u09,0.9512
dsp_only/pink/snr_+5dB,p00,u10,0.8833
dsp_only/pink/snr_+5dB,p00,u11,0.7143
dsp_only/pink/snr_+5dB,p00,u12,0.8438
dsp_only/pink/snr_+5dB,p00,u13,0.9608
dsp_only/pink/snr_+5dB,p00,u14,0.9804
dsp_only/pink/snr_+5dB,p00,u15,0.8409
dsp_only/pink/snr_+5dB,p00,u16,0.5814
dsp_only/pink/snr_+5dB,p00,u17,0.8519
dsp_only/pink/snr_+5dB,p00,u18,0.9219
dsp_only/pink/snr_+5dB,p00,u19,0.5366
dsp_only/pink/snr_+5dB,p00,u20,0.806
dsp_only/pink/snr_+5dB,p00,u21,0.6471
dsp_only/pink/snr_+5dB,p00,u22,1.0
dsp_only/pink/snr_+5dB,p00,u23,0.5606
dsp_only/pink/snr_+5dB,p00,u24,0.6939
dsp_only/pink/snr_+5dB,p00,u25,0.8302
dsp_only/pink/snr_+5dB,p00,u26,1.0
dsp_only/pink/snr_+5dB,p00,u27,1.0
dsp_only/pink/snr_+5dB,p00,u28,1.0545
dsp_only/pink/snr_+5dB,p00,u29,1.2453
dsp_only/pink/snr_+5dB,p00,u30,1.0909
dsp_only/pink/snr_+5dB,p00,u31,0.8833
dsp_only/pink/snr_+5dB,p00,u32,1.0278
dsp_only/pink/snr_+5dB,p00,u33,1.3333
dsp_only/pink/snr_+5dB,p00,u34,0.9706
dsp_only/pink/snr_+5dB,p00,u35,0.9722
dsp_only/pink/snr_+5dB,p00,u36,1.0
dsp_only/pink/snr_+5dB,p00,u37,0.7288
dsp_only/pink/snr_+5dB,p00,u38,0.3659
dsp_only/pink/snr_+5dB,p00,u39,0.9574
dsp_only/pink/snr_+5dB,p00,u40,0.8108
dsp_only/pink/snr_+5dB,p00,u41,0.8667
dsp_only/pink/snr_+5dB,p00,u42,0.8571
dsp_only/pink/snr_+5dB,p00,u43,1.1818
dsp_only/pink/snr_+5dB,p00,u44,0.623
dsp_only/pink/snr_+5dB,p00,u45,0.9556
dsp_only/pink/snr_+5dB,p00,u46,1.0667
dsp_only/pink/snr_+5dB,p00,u47,0.5763
dsp_only/pink/snr_+5dB,p00,u48,0.6444
dsp_only/pink/snr_+5dB,p00,u49,0.9143
dsp_only/pink/snr_-5dB,p00,u00,1.0
dsp_only/pink/snr_-5dB,p00,u01,1.0
dsp_only/pink/snr_-5dB,p00,u02,1.0
dsp_only/pink/snr_-5dB,p00,u03,1.0
dsp_only/pink/snr_-5dB,p00,u04,1.0
dsp_only/pink/snr_-5dB,p00,u05,1.0
dsp_only/pink/snr_-5dB,p00,u06,0.9655
dsp_only/pink/snr_-5dB,p00,u07,1.0
dsp_only/pink/snr_-5dB,p00,u08,1.0
dsp_only/pink/snr_-5dB,p00,u09,1.0
dsp_only/pink/snr_-5dB,p00,u10,1.0
dsp_only/pink/snr_-5dB,p00,u11,1.0
dsp_only/pink/snr_-5dB,p00,u12,1.0
dsp_only/pink/snr_-5dB,p00,u13,1.0
dsp_only/pink/snr_-5dB,p00,u14,1.0
dsp_only/pink/snr_-5dB,p00,u15,1.1136
dsp_only/pink/snr_-5dB,p00,u16,1.0
dsp_only/pink/snr_-5dB,p00,u17,1.0
dsp_only/pink/snr_-5dB,p00,u18,1.0
dsp_only/pink/snr_-5dB,p00,u19,1.0
dsp_only/pink/snr_-5dB,p00,u20,1.0
dsp_only/pink/snr_-5dB,p00,u21,1.0
dsp_only/pink/snr_-5dB,p00,u22,1.0
dsp_only/pink/snr_-5dB,p00,u23,1.0
dsp_only/pink/snr_-5dB,p00,u24,1.0
dsp_only/pink/snr_-5dB,p00,u25,1.0
dsp_only/pink/snr_-5dB,p00,u26,1.0
dsp_only/pink/snr_-5dB,p00,u27,1.0
dsp_only/pink/snr_-5dB,p00,u28,1.0
dsp_only/pink/snr_-5dB,p00,u29,1.0
dsp_only/pink/snr_-5dB,p00,u30,1.0
dsp_only/pink/snr_-5dB,p00,u31,1.0
dsp_only/pink/snr_-5dB,p00,u32,1.0
dsp_only/pink/snr_-5dB,p00,u33,1.0
dsp_only/pink/snr_-5dB,p00,u34,1.0
dsp_only/pink/snr_-5dB,p00,u35,1.0
dsp_only/pink/snr_-5dB,p00,u36,1.0
dsp_only/pink/snr_-5dB,p00,u37,1.0
dsp_only/pink/snr_-5dB,p00,u38,1.0
dsp_only/pink/snr_-5dB,p00,u39,1.0
dsp_only/pink/snr_-5dB,p00,u40,1.0
dsp_only/pink/snr_-5dB,p00,u41,1.0
dsp_only/pink/snr_-5dB,p00,u42,0.9821
dsp_only/pink/snr_-5dB,p00,u43,1.0
dsp_only/pink/snr_-5dB,p00,u44,1.0
dsp_only/pink/snr_-5dB,p00,u45,1.0
dsp_only/pink/snr_-5dB,p00,u46,1.0
dsp_only/pink/snr_-5dB,p00,u47,1.0
dsp_only/pink/snr_-5dB,p00,u48,1.0
dsp_only/pink/snr_-5dB,p00,u49,1.0
dsp_only/white/snr_+0dB,p00,u00,1.0
dsp_only/white/snr_+0dB,p00,u01,1.0
dsp_only/white/snr_+0dB,p00,u02,0.9556
dsp_only/white/snr_+0dB,p00,u03,1.0
dsp_only/white/snr_+0dB,p00,u04,1.0
dsp_only/white/snr_+0dB,p00,u05,1.0
dsp_only/white/snr_+0dB,p00,u06,1.0
dsp_only/white/snr_+0dB,p00,u07,0.9815
dsp_only/white/snr_+0dB,p00,u08,1.0
dsp_only/white/snr_+0dB,p00,u09,1.0
dsp_only/white/snr_+0dB,p00,u10,1.0333
dsp_only/white/snr_+0dB,p00,u11,1.0
dsp_only/white/snr_+0dB,p00,u12,1.0
dsp_only/white/snr_+0dB,p00,u13,1.0
dsp_only/white/snr_+0dB,p00,u14,1.0
dsp_only/white/snr_+0dB,p00,u15,1.0
dsp_only/white/snr_+0dB,p00,u16,1.0
dsp_only/white/snr_+0dB,p00,u17,1.0
dsp_only/white/snr_+0dB,p00,u18,1.125
dsp_only/white/snr_+0dB,p00,u19,1.0
dsp_only/white/snr_+0dB,p00,u20,1.0
dsp_only/white/snr_+0dB,p00,u21,1.0
dsp_only/white/snr_+0dB,p00,u22,1.0182
dsp_only/white/snr_+0dB,p00,u23,1.0
dsp_only/white/snr_+0dB,p00,u24,1.0
dsp_only/white/snr_+0dB,p00,u25,1.0
dsp_only/white/snr_+0dB,p00,u26,0.9394
dsp_only/white/snr_+0dB,p00,u27,1.0
dsp_only/white/snr_+0dB,p00,u28,1.0
dsp_only/white/snr_+0dB,p00,u29,1.0
dsp_only/white/snr_+0dB,p00,u30,1.0
dsp_only/white/snr_+0dB,p00,u31,1.0
dsp_only/white/snr_+0dB,p00,u32,0.9444
dsp_only/white/snr_+0dB,p00,u33,1.0
dsp_only/white/snr_+0dB,p00,u34,1.0
dsp_only/white/snr_+0dB,p00,u35,1.0
dsp_only/white/snr_+0dB,p00,u36,1.0
dsp_only/white/snr_+0dB,p00,u37,1.0
dsp_only/white/snr_+0dB,p00,u38,0.9756
dsp_only/white/snr_+0dB,p00,u39,1.0
dsp_only/white/snr_+0dB,p00,u40,1.0
dsp_only/white/snr_+0dB,p00,u41,1.0
dsp_only/white/snr_+0dB,p00,u42,1.0
dsp_only/white/snr_+0dB,p00,u43,1.0
dsp_only/white/snr_+0dB,p00,u44,1.0
dsp_only/white/snr_+0dB,p00,u45,1.0
dsp_only/white/snr_+0dB,p00,u46,0.9556
dsp_only/white/snr_+0dB,p00,u47,1.0
dsp_only/white/snr_+0dB,p00,u48,1.0
dsp_only/white/snr_+0dB,p00,u49,1.0
dsp_only/white/snr_+10dB,p00,u00,0.7358
dsp_only/white/snr_+10dB,p00,u01,1.0909
dsp_only/white/snr_+10dB,p00,u02,0.8222
dsp_only/white/snr_+10dB,p00,u03,0.5
dsp_only/white/snr_+10dB,p00,u04,0.6964
dsp_only/white/snr_+10dB,p00,u05,0.75
dsp_only/white/snr_+10dB,p00,u06,0.569
dsp_only/white/snr_+10dB,p00,u07,0.9259
dsp_only/white/snr_+10dB,p00,u08,1.0
dsp_only/white/snr_+10dB,p00,u09,1.0
dsp_only/white/snr_+10dB,p00,u10,0.8833
dsp_only/white/snr_+10dB,p00,u11,0.7143
dsp_only/white/snr_+10dB,p00,u12,0.8438
dsp_only/white/snr_+10dB,p00,u13,0.9608
dsp_only/white/snr_+10dB,p00,u14,1.0
dsp_only/white/snr_+10dB,p00,u15,0.7045
dsp_only/white/snr_+10dB,p00,u16,0.5116
dsp_only/white/snr_+10dB,p00,u17,0.7963
dsp_only/white/snr_+10dB,p00,u18,0.8906
dsp_only/white/snr_+10dB,p00,u19,0.7073
dsp_only/white/snr_+10dB,p00,u20,0.7313
dsp_only/white/snr_+10dB,p00,u21,0.6863
dsp_only/white/snr_+10dB,p00,u22,0.9818
dsp_only/white/snr_+10dB,p00,u23,0.4697
dsp_only/white/snr_+10dB,p00,u24,0.6327
dsp_only/white/snr_+10dB,p00,u25,1.0
dsp_only/white/snr_+10dB,p00,u26,1.2727
dsp_only/white/snr_+10dB,p00,u27,0.8793
dsp_only/white/snr_+10dB,p00,u28,0.8364
dsp_only/white/snr_+10dB,p00,u29,0.7547
dsp_only/white/snr_+10dB,p00,u30,0.8909
dsp_only/white/snr_+10dB,p00,u31,0.8833
dsp_only/white/snr_+10dB,p00,u32,0.6667
dsp_only/white/snr_+10dB,p00,u33,0.8462
dsp_only/white/snr_+10dB,p00,u34,1.2059
dsp_only/white/snr_+10dB,p00,u35,0.9722
dsp_only/white/snr_+10dB,p00,u36,0.625
dsp_only/white/snr_+10dB,p00,u37,1.0
dsp_only/white/snr_+10dB,p00,u38,0.3902
dsp_only/white/snr_+10dB,p00,u39,0.8298
dsp_only/white/snr_+10dB,p00,u40,0.8378
dsp_only/white/snr_+10dB,p00,u41,0.6667
dsp_only/white/snr_+10dB,p00,u42,0.8393
dsp_only/white/snr_+10dB,p00,u43,0.9697
dsp_only/white/snr_+10dB,p00,u44,0.541
dsp_only/white/snr_+10dB,p00,u45,1.3778
dsp_only/white/snr_+10dB,p00,u46,0.9333
dsp_only/white/snr_+10dB,p00,u47,0.4915
dsp_only/white/snr_+10dB,p00,u48,0.5333
dsp_only/white/snr_+10dB,p00,u49,0.6286
dsp_only/white/snr_+20dB,p00,u00,0.566
dsp_only/white/snr_+20dB,p00,u01,0.7091
dsp_only/white/snr_+20dB,p00,u02,0.5333
dsp_only/white/snr_+20dB,p00,u03,0.4516
dsp_only/white/snr_+20dB,p00,u04,0.3929
dsp_only/white/snr_+20dB,p00,u05,0.4821
dsp_only/white/snr_+20dB,p00,u06,0.2759
dsp_only/white/snr_+20dB,p00,u07,0.4815
dsp_only/white/snr_+20dB,p00,u08,0.3333
dsp_only/white/snr_+20dB,p00,u09,1.439
dsp_only/white/snr_+20dB,p00,u10,0.5
dsp_only/white/snr_+20dB,p00,u11,0.4762
dsp_only/white/snr_+20dB,p00,u12,0.625
dsp_only/white/snr_+20dB,p00,u13,0.3333
dsp_only/white/snr_+20dB,p00,u14,0.6471
dsp_only/white/snr_+20dB,p00,u15,0.6364
dsp_only/white/snr_+20dB,p00,u16,0.4186
dsp_only/white/snr_+20dB,p00,u17,0.6667
dsp_only/white/snr_+20dB,p00,u18,0.6719
dsp_only/white/snr_+20dB,p00,u19,0.2683
dsp_only/white/snr_+20dB,p00,u20,0.5373
dsp_only/white/snr_+20dB,p00,u21,0.3922
dsp_only/white/snr_+20dB,p00,u22,0.3818
dsp_only/white/snr_+20dB,p00,u23,0.3182
dsp_only/white/snr_+20dB,p00,u24,0.3878
dsp_only/white/snr_+20dB,p00,u25,0.7547
dsp_only/white/snr_+20dB,p00,u26,0.7273
dsp_only/white/snr_+20dB,p00,u27,0.6034
dsp_only/white/snr_+20dB,p00,u28,0.2909
dsp_only/white/snr_+20dB,p00,u29,0.434
dsp_only/white/snr_+20dB,p00,u30,0.3455
dsp_only/white/snr_+20dB,p00,u31,0.6167
dsp_only/white/snr_+20dB,p00,u32,0.5556
dsp_only/white/snr_+20dB,p00,u33,0.4615
dsp_only/white/snr_+20dB,p00,u34,0.9412
dsp_only/white/snr_+20dB,p00,u35,0.6389
dsp_only/white/snr_+20dB,p00,u36,0.5
dsp_only/white/snr_+20dB,p00,u37,0.6102
dsp_only/white/snr_+20dB,p00,u38,0.1707
dsp_only/white/snr_+20dB,p00,u39,0.5319
dsp_only/white/snr_+20dB,p00,u40,0.5946
dsp_only/white/snr_+20dB,p00,u41,0.3778
dsp_only/white/snr_+20dB,p00,u42,0.7143
dsp_only/white/snr_+20dB,p00,u43,0.3182
dsp_only/white/snr_+20dB,p00,u44,0.3607
dsp_only/white/snr_+20dB,p00,u45,0.7111
dsp_only/white/snr_+20dB,p00,u46,0.6
dsp_only/white/snr_+20dB,p00,u47,0.4915
dsp_only/white/snr_+20dB,p00,u48,0.3778
dsp_only/white/snr_+20dB,p00,u49,0.3714
dsp_only/white/snr_+5dB,p00,u00,1.0
dsp_only/white/snr_+5dB,p00,u01,1.3273
dsp_only/white/snr_+5dB,p00,u02,1.1333
dsp_only/white/snr_+5dB,p00,u03,0.629
dsp_only/white/snr_+5dB,p00,u04,1.0
dsp_only/white/snr_+5dB,p00,u05,0.8214
dsp_only/white/snr_+5dB,p00,u06,1.0
dsp_only/white/snr_+5dB,p00,u07,0.963
dsp_only/white/snr_+5dB,p00,u08,1.0
dsp_only/white/snr_+5dB,p00,u09,0.9268
dsp_only/white/snr_+5dB,p00,u10,1.0167
dsp_only/white/snr_+5dB,p00,u11,1.0
dsp_only/white/snr_+5dB,p00,u12,1.0
dsp_only/white/snr_+5dB,p00,u13,1.0
dsp_only/white/snr_+5dB,p00,u14,1.0
dsp_only/white/snr_+5dB,p00,u15,0.9545
