speaker,utterance,no_se,taps_pretrained,enc_best,ce_best
p04,p04_u99,0.20588235294117646,0.10294117647058823,0.1323529411764706,0.1323529411764706
p21,p21_u00,0.46938775510204084,0.24489795918367346,0.2653061224489796,0.24489795918367346
p21,p21_u01,0.4107142857142857,0.25,0.25,0.14285714285714285
p21,p21_u02,0.40384615384615385,0.21153846153846154,0.21153846153846154,0.19230769230769232
p21,p21_u03,0.4024390243902439,0.24390243902439024,0.23170731707317074,0.18292682926829268
p21,p21_u04,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.09090909090909091
p21,p21_u05,0.20634920634920634,0.09523809523809523,0.15873015873015872,0.031746031746031744
p21,p21_u06,0.34285714285714286,0.1,0.08571428571428572,0.1
p21,p21_u07,0.4307692307692308,0.12307692307692308,0.12307692307692308,0.24615384615384617
p21,p21_u08,0.5531914893617021,0.1276595744680851,0.14893617021276595,0.19148936170212766
p21,p21_u09,0.359375,0.15625,0.15625,0.15625
p21,p21_u10,0.43902439024390244,0.4146341463414634,0.4146341463414634,0.24390243902439024
p21,p21_u11,0.19047619047619047,0.19047619047619047,0.1746031746031746,0.09523809523809523
p21,p21_u12,0.3269230769230769,0.36538461538461536,0.3269230769230769,0.17307692307692307
p21,p21_u13,0.32653061224489793,0.16326530612244897,0.16326530612244897,0.10204081632653061
p21,p21_u14,0.42857142857142855,0.1746031746031746,0.2698412698412698,0.12698412698412698
p21,p21_u15,0.2839506172839506,0.18518518518518517,0.19753086419753085,0.2222222222222222
p21,p21_u16,0.4426229508196721,0.2459016393442623,0.26229508196721313,0.21311475409836064
p21,p21_u17,0.19736842105263158,0.17105263157894737,0.15789473684210525,0.10526315789473684
p21,p21_u18,0.2413793103448276,0.1724137931034483,0.1896551724137931,0.1724137931034483
p21,p21_u19,0.15,0.06666666666666667,0.06666666666666667,0.06666666666666667
p21,p21_u20,0.49230769230769234,0.24615384615384617,0.23076923076923078,0.23076923076923078
p21,p21_u21,0.19696969696969696,0.09090909090909091,0.06060606060606061,0.030303030303030304
