speaker,utterance,no_se,taps_pretrained,enc_best,ce_best
p21,p21_u22,0.23404255319148937,0.0851063829787234,0.02127659574468085,0.02127659574468085
p21,p21_u23,0.3170731707317073,0.07317073170731707,0.0975609756097561,0.024390243902439025
p21,p21_u24,0.2,0.1,0.16,0.06
p21,p21_u25,0.23529411764705882,0.09803921568627451,0.09803921568627451,0.0392156862745098
p21,p21_u26,0.3111111111111111,0.022222222222222223,0.13333333333333333,0.044444444444444446
p21,p21_u27,0.2708333333333333,0.20833333333333334,0.1875,0.125
p21,p21_u28,0.375,0.05357142857142857,0.10714285714285714,0.05357142857142857
p21,p21_u29,0.38596491228070173,0.2631578947368421,0.2807017543859649,0.14035087719298245
p21,p21_u30,0.4153846153846154,0.16923076923076924,0.15384615384615385,0.1076923076923077
p21,p21_u31,0.325,0.2,0.2,0.125
p21,p21_u32,0.39215686274509803,0.35294117647058826,0.35294117647058826,0.3137254901960784
p21,p21_u33,0.16279069767441862,0.23255813953488372,0.2558139534883721,0.13953488372093023
p21,p21_u34,0.44,0.36,0.44,0.34
p21,p21_u35,0.2911392405063291,0.12658227848101267,0.24050632911392406,0.10126582278481013
p21,p21_u36,0.375,0.25,0.125,0.10416666666666667
p21,p21_u37,0.1891891891891892,0.08108108108108109,0.12162162162162163,0.12162162162162163
p21,p21_u38,0.189873417721519,0.189873417721519,0.21518987341772153,0.22784810126582278
p21,p21_u39,0.3076923076923077,0.11538461538461539,0.1794871794871795,0.14102564102564102
p21,p21_u40,0.36619718309859156,0.18309859154929578,0.2112676056338028,0.23943661971830985
p21,p21_u41,0.48148148148148145,0.5,0.42592592592592593,0.2962962962962963
p21,p21_u42,0.45,0.3125,0.375,0.3375
p21,p21_u43,0.625,0.234375,0.28125,0.171875
p21,p21_u44,0.41818181818181815,0.2545454545454545,0.2,0.2909090909090909
p21,p21_u45,0.22916666666666666,0.2708333333333333,0.14583333333333334,0.10416666666666667
p21,p21_u46,0.4666666666666667,0.31666666666666665,0.3333333333333333,0.23333333333333334
p21,p21_u47,0.37037037037037035,0.4074074074074074,0.42592592592592593,0.24074074074074073
p21,p21_u48,0.36363636363636365,0.23636363636363636,0.34545454545454546,0.2
p21,p21_u49,0.7023809523809523,0.32142857142857145,0.34523809523809523,0.34523809523809523
p21,p21_u50,0.32,0.22666666666666666,0.17333333333333334,0.17333333333333334
p21,p21_u51,0.3684210526315789,0.22807017543859648,0.22807017543859648,0.22807017543859648
p21,p21_u52,0.5151515151515151,0.30303030303030304,0.3333333333333333,0.24242424242424243
p21,p21_u53,0.2463768115942029,0.2608695652173913,0.3188405797101449,0.2028985507246377
p21,p21_u54,0.1794871794871795,0.28205128205128205,0.20512820512820512,0.05128205128205128
p21,p21_u55,0.2222222222222222,0.14814814814814814,0.18518518518518517,0.14814814814814814
p21,p21_u56,0.2727272727272727,0.11363636363636363,0.1590909090909091,0.06818181818181818
p21,p21_u57,0.23404255319148937,0.14893617021276595,0.19148936170212766,0.1702127659574468
p21,p21_u58,0.35064935064935066,0.19480519480519481,0.19480519480519481,0.09090909090909091
p21,p21_u59,0.3466666666666667,0.25333333333333335,0.2,0.16
p21,p21_u60,0.3055555555555556,0.19444444444444445,0.18055555555555555,0.1527777777777778
p21,p21_u61,0.28,0.26,0.22,0.14
p21,p21_u62,0.38461538461538464,0.25274725274725274,0.21978021978021978,0.26373626373626374
p21,p21_u63,0.36470588235294116,0.23529411764705882,0.24705882352941178,0.27058823529411763
p21,p21_u64,0.20967741935483872,0.08064516129032258,0.06451612903225806,0.016129032258064516
p21,p21_u65,0.3246753246753247,0.42857142857142855,0.44155844155844154,0.2987012987012987
p21,p21_u66,0.5362318840579711,0.2898550724637681,0.37681159420289856,0.2463768115942029
p21,p21_u67,0.40625,0.109375,0.109375,0.125
p21,p21_u68,0.1875,0.041666666666666664,0.041666666666666664,0.020833333333333332
p21,p21_u69,0.40625,0.22916666666666666,0.2916666666666667,0.25
p21,p21_u70,0.34285714285714286,0.12857142857142856,0.22857142857142856,0.1
p21,p21_u71,0.4411764705882353,0.4117647058823529,0.35294117647058826,0.36764705882352944
p21,p21_u72,0.4666666666666667,0.23333333333333334,0.23333333333333334,0.16666666666666666
p21,p21_u73,0.35714285714285715,0.30952380952380953,0.35714285714285715,0.16666666666666666
p21,p21_u74,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.09259259259259259
p21,p21_u75,0.352112676056338,0.19718309859154928,0.2112676056338028,0.1267605633802817
p21,p21_u76,0.4788732394366197,0.39436619718309857,0.39436619718309857,0.3380281690140845
p21,p21_u77,0.48148148148148145,0.2962962962962963,0.25925925925925924,0.25925925925925924
p21,p21_u78,0.3076923076923077,0.2923076923076923,0.23076923076923078,0.18461538461538463
p21,p21_u79,0.22388059701492538,0.19402985074626866,0.208955223880597,0.11940298507462686
p21,p21_u80,0.4430379746835443,0.3670886075949367,0.24050632911392406,0.1518987341772152
p21,p21_u81,0.29333333333333333,0.30666666666666664,0.24,0.14666666666666667
p21,p21_u82,0.3384615384615385,0.35384615384615387,0.3230769230769231,0.26153846153846155
p21,p21_u83,0.59375,0.34375,0.34375,0.34375
p21,p21_u84,0.5,0.29545454545454547,0.375,0.25
p21,p21_u85,0.5192307692307693,0.23076923076923078,0.19230769230769232,0.19230769230769232
p21,p21_u86,0.46153846153846156,0.3333333333333333,0.2692307692307692,0.1794871794871795
p21,p21_u87,0.5189873417721519,0.43037974683544306,0.2911392405063291,0.20253164556962025
p21,p21_u88,0.47619047619047616,0.1746031746031746,0.3492063492063492,0.25396825396825395
p21,p21_u89,0.3181818181818182,0.1590909090909091,0.1590909090909091,0.1590909090909091
p21,p21_u90,0.85,0.125,0.225,0.15
p21,p21_u91,0.32786885245901637,0.2459016393442623,0.26229508196721313,0.26229508196721313
p21,p21_u92,0.5,0.34615384615384615,0.2948717948717949,0.32051282051282054
p21,p21_u93,0.41379310344827586,0.4482758620689655,0.40229885057471265,0.3218390804597701
p21,p21_u94,0.29069767441860467,0.26744186046511625,0.19767441860465115,0.20930232558139536
p21,p21_u95,0.4583333333333333,0.3958333333333333,0.3125,0.25
p21,p21_u96,0.43548387096774194,0.24193548387096775,0.27419354838709675,0.22580645161290322
p21,p21_u97,0.6181818181818182,0.32727272727272727,0.41818181818181815,0.32727272727272727
p21,p21_u98,0.3522727272727273,0.32954545454545453,0.29545454545454547,0.3068181818181818
p21,p21_u99,0.46296296296296297,0.2037037037037037,0.2037037037037037,0.14814814814814814
p24,p24_u00,0.7297297297297297,0.1891891891891892,0.2972972972972973,0.13513513513513514
p24,p24_u01,0.6825396825396826,0.20634920634920634,0.2857142857142857,0.2857142857142857
p24,p24_u02,0.4772727272727273,0.3181818181818182,0.22727272727272727,0.20454545454545456
p24,p24_u03,0.6493506493506493,0.2077922077922078,0.24675324675324675,0.14285714285714285
p24,p24_u04,0.5747126436781609,0.22988505747126436,0.22988505747126436,0.16091954022988506
p24,p24_u05,0.4189189189189189,0.22972972972972974,0.25675675675675674,0.21621621621621623
p24,p24_u06,0.828125,0.203125,0.15625,0.140625
p24,p24_u07,0.813953488372093,0.313953488372093,0.32558139534883723,0.29069767441860467
p24,p24_u08,0.8695652173913043,0.2463768115942029,0.2318840579710145,0.21739130434782608
p24,p24_u09,0.5652173913043478,0.06521739130434782,0.13043478260869565,0.08695652173913043
p24,p24_u10,0.5168539325842697,0.20224719101123595,0.21348314606741572,0.2247191011235955
p24,p24_u11,0.6923076923076923,0.24615384615384617,0.2923076923076923,0.26153846153846155
p24,p24_u12,0.5227272727272727,0.3181818181818182,0.13636363636363635,0.2727272727272727
p24,p24_u13,0.7142857142857143,0.11904761904761904,0.14285714285714285,0.23809523809523808
p24,p24_u14,0.6410256410256411,0.07692307692307693,0.15384615384615385,0.07692307692307693
p24,p24_u15,0.7818181818181819,0.4,0.4909090909090909,0.2545454545454545
p24,p24_u16,0.7424242424242424,0.21212121212121213,0.4090909090909091,0.22727272727272727
p24,p24_u17,0.6818181818181818,0.2727272727272727,0.29545454545454547,0.29545454545454547
p24,p24_u18,0.5595238095238095,0.2619047619047619,0.35714285714285715,0.21428571428571427
p24,p24_u19,0.5869565217391305,0.15217391304347827,0.2391304347826087,0.17391304347826086
p24,p24_u20,0.5178571428571429,0.23214285714285715,0.21428571428571427,0.25
p24,p24_u21,0.515625,0.21875,0.203125,0.125
p24,p24_u22,0.40816326530612246,0.2857142857142857,0.20408163265306123,0.2857142857142857
p24,p24_u23,0.5357142857142857,0.125,0.05357142857142857,0.0
p24,p24_u24,0.582089552238806,0.26865671641791045,0.23880597014925373,0.13432835820895522
p24,p24_u25,0.4810126582278481,0.21518987341772153,0.24050632911392406,0.13924050632911392
p24,p24_u26,0.359375,0.09375,0.15625,0.046875
p24,p24_u27,0.589041095890411,0.3287671232876712,0.2191780821917808,0.1643835616438356
p24,p24_u28,0.5757575757575758,0.22727272727272727,0.2878787878787879,0.21212121212121213
p24,p24_u29,0.27419354838709675,0.12903225806451613,0.14516129032258066,0.03225806451612903
p24,p24_u30,0.5538461538461539,0.3384615384615385,0.3076923076923077,0.18461538461538463
p24,p24_u31,0.2753623188405797,0.028985507246376812,0.043478260869565216,0.057971014492753624
p24,p24_u32,0.5333333333333333,0.17333333333333334,0.05333333333333334,0.08
p24,p24_u33,0.5584415584415584,0.24675324675324675,0.2857142857142857,0.14285714285714285
p24,p24_u34,0.9117647058823529,0.4852941176470588,0.5441176470588235,0.4411764705882353
p24,p24_u35,0.5641025641025641,0.1282051282051282,0.10256410256410256,0.1282051282051282
p24,p24_u36,0.48717948717948717,0.20512820512820512,0.2564102564102564,0.20512820512820512
p24,p24_u37,0.6461538461538462,0.26153846153846155,0.27692307692307694,0.24615384615384617
p24,p24_u38,0.4444444444444444,0.2,0.28888888888888886,0.2
p24,p24_u39,0.47619047619047616,0.25,0.23809523809523808,0.16666666666666666
p24,p24_u40,0.7391304347826086,0.3695652173913043,0.34782608695652173,0.3695652173913043
p24,p24_u41,0.620253164556962,0.22784810126582278,0.26582278481012656,0.16455696202531644
p24,p24_u42,0.5571428571428572,0.2,0.22857142857142856,0.24285714285714285
p24,p24_u43,0.43243243243243246,0.17567567567567569,0.13513513513513514,0.20270270270270271
p24,p24_u44,0.5714285714285714,0.06349206349206349,0.15873015873015872,0.14285714285714285
p24,p24_u45,0.6470588235294118,0.3088235294117647,0.29411764705882354,0.23529411764705882
p24,p24_u46,0.5,0.2,0.2,0.26666666666666666
p24,p24_u47,0.31666666666666665,0.16666666666666666,0.2,0.11666666666666667
p24,p24_u48,0.6710526315789473,0.18421052631578946,0.2894736842105263,0.17105263157894737
p24,p24_u49,0.589041095890411,0.1780821917808219,0.1917808219178082,0.2876712328767123
p24,p24_u50,0.6133333333333333,0.25333333333333335,0.14666666666666667,0.10666666666666667
p24,p24_u51,0.7142857142857143,0.27472527472527475,0.37362637362637363,0.21978021978021978
p24,p24_u52,0.7647058823529411,0.10294117647058823,0.23529411764705882,0.11764705882352941
p24,p24_u53,0.4166666666666667,0.2361111111111111,0.25,0.125
p24,p24_u54,0.723404255319149,0.3829787234042553,0.3829787234042553,0.3829787234042553
p24,p24_u55,0.7307692307692307,0.28846153846153844,0.2692307692307692,0.3269230769230769
p24,p24_u56,0.5806451612903226,0.20967741935483872,0.16129032258064516,0.12903225806451613
p24,p24_u57,0.6805555555555556,0.4027777777777778,0.3888888888888889,0.375
p24,p24_u58,0.36231884057971014,0.15942028985507245,0.17391304347826086,0.043478260869565216
p24,p24_u59,0.5957446808510638,0.1702127659574468,0.3404255319148936,0.19148936170212766
p24,p24_u60,0.5135135135135135,0.2702702702702703,0.28378378378378377,0.24324324324324326
p24,p24_u61,0.5952380952380952,0.19047619047619047,0.30952380952380953,0.14285714285714285
p24,p24_u62,0.5909090909090909,0.36363636363636365,0.3333333333333333,0.21212121212121213
p24,p24_u63,0.5425531914893617,0.35106382978723405,0.2978723404255319,0.3723404255319149
p24,p24_u64,0.6333333333333333,0.2,0.23333333333333334,0.2111111111111111
p24,p24_u65,0.46511627906976744,0.27906976744186046,0.2441860465116279,0.19767441860465115
p24,p24_u66,0.359375,0.15625,0.171875,0.078125
p24,p24_u67,0.6575342465753424,0.2328767123287671,0.2465753424657534,0.2602739726027397
p24,p24_u68,0.6987951807228916,0.1927710843373494,0.14457831325301204,0.1566265060240964
p24,p24_u69,0.6461538461538462,0.3384615384615385,0.24615384615384617,0.2153846153846154
p24,p24_u70,0.631578947368421,0.3508771929824561,0.3508771929824561,0.45614035087719296
p24,p24_u71,0.5178571428571429,0.2857142857142857,0.32142857142857145,0.25
p24,p24_u72,0.5783132530120482,0.18072289156626506,0.1927710843373494,0.1566265060240964
p24,p24_u73,0.5245901639344263,0.26229508196721313,0.2459016393442623,0.26229508196721313
p24,p24_u74,0.711864406779661,0.2033898305084746,0.2542372881355932,0.1864406779661017
p24,p24_u75,0.75,0.36764705882352944,0.36764705882352944,0.3088235294117647
p24,p24_u76,0.3492063492063492,0.15873015873015872,0.23809523809523808,0.1111111111111111
p24,p24_u77,0.6612903225806451,0.3387096774193548,0.45161290322580644,0.3064516129032258
p24,p24_u78,0.6351351351351351,0.2702702702702703,0.22972972972972974,0.14864864864864866
p24,p24_u79,0.5432098765432098,0.24691358024691357,0.2716049382716049,0.13580246913580246
p24,p24_u80,0.3670886075949367,0.20253164556962025,0.25316455696202533,0.17721518987341772
p24,p24_u81,0.704225352112676,0.16901408450704225,0.23943661971830985,0.15492957746478872
p24,p24_u82,0.4948453608247423,0.3917525773195876,0.422680412371134,0.30927835051546393
p24,p24_u83,0.7682926829268293,0.2804878048780488,0.3048780487804878,0.2804878048780488
p24,p24_u84,0.5975609756097561,0.3048780487804878,0.2926829268292683,0.21951219512195122
p24,p24_u85,0.625,0.1875,0.1875,0.1375
p24,p24_u86,0.42592592592592593,0.2037037037037037,0.18518518518518517,0.07407407407407407
p24,p24_u87,0.6666666666666666,0.4782608695652174,0.463768115942029,0.3333333333333333
p24,p24_u88,0.4,0.22666666666666666,0.24,0.24
p24,p24_u89,0.4107142857142857,0.125,0.08928571428571429,0.10714285714285714
p24,p24_u90,0.6229508196721312,0.21311475409836064,0.22950819672131148,0.09836065573770492
p24,p24_u91,0.625,0.3392857142857143,0.375,0.26785714285714285
p24,p24_u92,0.4772727272727273,0.1590909090909091,0.22727272727272727,0.20454545454545456
p24,p24_u93,0.625,0.375,0.390625,0.1875
p24,p24_u94,0.5194805194805194,0.15584415584415584,0.16883116883116883,0.18181818181818182
p24,p24_u95,0.5882352941176471,0.17647058823529413,0.23529411764705882,0.16176470588235295
p24,p24_u96,0.4406779661016949,0.22033898305084745,0.23728813559322035,0.2033898305084746
p24,p24_u97,0.7868852459016393,0.32786885245901637,0.3442622950819672,0.19672131147540983
p24,p24_u98,0.6710526315789473,0.3157894736842105,0.2631578947368421,0.2894736842105263
p24,p24_u99,0.5490196078431373,0.27450980392156865,0.29411764705882354,0.27450980392156865
p26,p26_u00,0.6607142857142857,0.25,0.3392857142857143,0.21428571428571427
p26,p26_u01,0.6790123456790124,0.2839506172839506,0.2962962962962963,0.14814814814814814
p26,p26_u02,0.7162162162162162,0.3108108108108108,0.2702702702702703,0.24324324324324326
p26,p26_u03,0.6307692307692307,0.09230769230769231,0.09230769230769231,0.09230769230769231
p26,p26_u04,0.5416666666666666,0.3125,0.3333333333333333,0.2916666666666667
p26,p26_u05,0.6463414634146342,0.32926829268292684,0.2682926829268293,0.23170731707317074
p26,p26_u06,0.5625,0.075,0.075,0.125
p26,p26_u07,0.5753424657534246,0.273972602739726,0.3150684931506849,0.2054794520547945
p26,p26_u08,0.56,0.32,0.48,0.24
p26,p26_u09,0.7325581395348837,0.29069767441860467,0.3372093023255814,0.22093023255813954
p26,p26_u10,0.704225352112676,0.323943661971831,0.323943661971831,0.30985915492957744
p26,p26_u11,0.8536585365853658,0.4634146341463415,0.35365853658536583,0.21951219512195122
p26,p26_u12,0.6483516483516484,0.31868131868131866,0.2967032967032967,0.2857142857142857
p26,p26_u13,0.8070175438596491,0.3684210526315789,0.3508771929824561,0.2982456140350877
p26,p26_u14,0.5333333333333333,0.4,0.28888888888888886,0.24444444444444444
p26,p26_u15,0.4339622641509434,0.32075471698113206,0.33962264150943394,0.20754716981132076
p26,p26_u16,0.6470588235294118,0.19607843137254902,0.17647058823529413,0.09803921568627451
p26,p26_u17,0.5888888888888889,0.35555555555555557,0.4,0.3
p26,p26_u18,0.7,0.25,0.13333333333333333,0.03333333333333333
p26,p26_u19,0.6571428571428571,0.38571428571428573,0.32857142857142857,0.24285714285714285
p26,p26_u20,0.7887323943661971,0.30985915492957744,0.4647887323943662,0.14084507042253522
p26,p26_u21,0.6292134831460674,0.2696629213483146,0.25842696629213485,0.25842696629213485
p26,p26_u22,0.6329113924050633,0.35443037974683544,0.27848101265822783,0.1518987341772152
p26,p26_u23,0.8095238095238095,0.25,0.25,0.19047619047619047
p26,p26_u24,0.881578947368421,0.34210526315789475,0.47368421052631576,0.27631578947368424
p26,p26_u25,0.5694444444444444,0.4583333333333333,0.4444444444444444,0.4166666666666667
p26,p26_u26,0.9830508474576272,0.6440677966101694,0.5423728813559322,0.423728813559322
p26,p26_u27,0.8545454545454545,0.32727272727272727,0.34545454545454546,0.2727272727272727
p26,p26_u28,0.620253164556962,0.189873417721519,0.1518987341772152,0.02531645569620253
p26,p26_u29,0.6415094339622641,0.33962264150943394,0.3584905660377358,0.2641509433962264
p26,p26_u30,0.7627118644067796,0.3728813559322034,0.4745762711864407,0.3728813559322034
p26,p26_u31,0.7083333333333334,0.16666666666666666,0.2222222222222222,0.05555555555555555
p26,p26_u32,0.8431372549019608,0.45098039215686275,0.3333333333333333,0.29411764705882354
p26,p26_u33,0.8170731707317073,0.3170731707317073,0.4268292682926829,0.21951219512195122
p26,p26_u34,1.0,0.3283582089552239,0.3283582089552239,0.22388059701492538
p26,p26_u35,0.7678571428571429,0.2857142857142857,0.32142857142857145,0.17857142857142858
p26,p26_u36,0.75,0.2125,0.2125,0.2
p26,p26_u37,0.6753246753246753,0.18181818181818182,0.23376623376623376,0.1038961038961039
p26,p26_u38,0.9285714285714286,0.44642857142857145,0.35714285714285715,0.375
p26,p26_u39,0.7727272727272727,0.4772727272727273,0.38636363636363635,0.45454545454545453
p26,p26_u40,0.8356164383561644,0.410958904109589,0.3835616438356164,0.3013698630136986
p26,p26_u41,0.7692307692307693,0.3269230769230769,0.36538461538461536,0.23076923076923078
p26,p26_u42,0.7457627118644068,0.2711864406779661,0.3389830508474576,0.2033898305084746
p26,p26_u43,0.7090909090909091,0.38181818181818183,0.34545454545454546,0.2909090909090909
p26,p26_u44,0.6885245901639344,0.26229508196721313,0.29508196721311475,0.11475409836065574
p26,p26_u45,0.6375,0.1625,0.1375,0.1
p26,p26_u46,0.7796610169491526,0.2542372881355932,0.1694915254237288,0.13559322033898305
p26,p26_u47,0.7115384615384616,0.17307692307692307,0.23076923076923078,0.1346153846153846
p26,p26_u48,0.8181818181818182,0.19696969696969696,0.2727272727272727,0.21212121212121213
p26,p26_u49,0.49206349206349204,0.15873015873015872,0.19047619047619047,0.047619047619047616
p26,p26_u50,0.7681159420289855,0.14492753623188406,0.21739130434782608,0.18840579710144928
p26,p26_u51,0.7833333333333333,0.3,0.2833333333333333,0.31666666666666665
p26,p26_u52,0.7466666666666667,0.2,0.18666666666666668,0.09333333333333334
p26,p26_u53,1.0,0.43283582089552236,0.3582089552238806,0.29850746268656714
p26,p26_u54,0.75,0.27631578947368424,0.35526315789473684,0.35526315789473684
p26,p26_u55,0.6415094339622641,0.33962264150943394,0.33962264150943394,0.22641509433962265
p26,p26_u56,1.0,0.3,0.3,0.3125
p26,p26_u57,0.7567567567567568,0.35135135135135137,0.35135135135135137,0.3108108108108108
p26,p26_u58,0.8055555555555556,0.375,0.4027777777777778,0.3472222222222222
p26,p26_u59,0.9859154929577465,0.36619718309859156,0.36619718309859156,0.2535211267605634
p26,p26_u60,0.8481012658227848,0.31645569620253167,0.27848101265822783,0.31645569620253167
p26,p26_u61,0.782608695652174,0.4492753623188406,0.391304347826087,0.463768115942029
p26,p26_u62,0.8904109589041096,0.4246575342465753,0.3972602739726027,0.3424657534246575
p26,p26_u63,0.8208955223880597,0.3880597014925373,0.40298507462686567,0.2835820895522388
p26,p26_u64,0.7407407407407407,0.2222222222222222,0.2839506172839506,0.2222222222222222
p26,p26_u65,0.6941176470588235,0.3058823529411765,0.21176470588235294,0.16470588235294117
p26,p26_u66,0.7971014492753623,0.34782608695652173,0.463768115942029,0.2898550724637681
p26,p26_u67,0.6140350877192983,0.24561403508771928,0.2807017543859649,0.22807017543859648
p26,p26_u68,0.7931034482758621,0.3103448275862069,0.3620689655172414,0.22413793103448276
p26,p26_u69,0.7,0.175,0.1625,0.1875
p26,p26_u70,0.9302325581395349,0.46511627906976744,0.3488372093023256,0.27906976744186046
p26,p26_u71,0.5061728395061729,0.2222222222222222,0.24691358024691357,0.25925925925925924
p26,p26_u72,0.8229166666666666,0.5729166666666666,0.53125,0.4791666666666667
p26,p26_u73,0.8392857142857143,0.26785714285714285,0.35714285714285715,0.25
p26,p26_u74,0.8181818181818182,0.3409090909090909,0.29545454545454547,0.1590909090909091
p26,p26_u75,0.8732394366197183,0.22535211267605634,0.28169014084507044,0.2676056338028169
p26,p26_u76,0.7936507936507936,0.25396825396825395,0.25396825396825395,0.23809523809523808
p26,p26_u77,0.6727272727272727,0.2727272727272727,0.23636363636363636,0.2545454545454545
p26,p26_u78,0.8333333333333334,0.3888888888888889,0.2962962962962963,0.3333333333333333
p26,p26_u79,0.74,0.24,0.38,0.22
p26,p26_u80,0.8470588235294118,0.3058823529411765,0.27058823529411763,0.15294117647058825
p26,p26_u81,0.8775510204081632,0.20408163265306123,0.24489795918367346,0.24489795918367346
p26,p26_u82,0.578125,0.34375,0.328125,0.296875
p26,p26_u83,0.7868852459016393,0.32786885245901637,0.3114754098360656,0.2459016393442623
p26,p26_u84,0.7246376811594203,0.34782608695652173,0.34782608695652173,0.3188405797101449
p26,p26_u85,0.6626506024096386,0.21686746987951808,0.3855421686746988,0.1927710843373494
p26,p26_u86,0.7613636363636364,0.3068181818181818,0.3181818181818182,0.22727272727272727
p26,p26_u87,0.6911764705882353,0.3235294117647059,0.29411764705882354,0.3088235294117647
p26,p26_u88,0.6595744680851063,0.10638297872340426,0.1702127659574468,0.0851063829787234
p26,p26_u89,0.5194805194805194,0.16883116883116883,0.18181818181818182,0.14285714285714285
p26,p26_u90,0.6428571428571429,0.30357142857142855,0.19642857142857142,0.17857142857142858
p26,p26_u91,0.5952380952380952,0.21428571428571427,0.14285714285714285,0.07142857142857142
p26,p26_u92,0.7758620689655172,0.4482758620689655,0.43103448275862066,0.46551724137931033
p26,p26_u93,0.49206349206349204,0.2222222222222222,0.19047619047619047,0.12698412698412698
p26,p26_u94,0.6923076923076923,0.28846153846153844,0.2692307692307692,0.3269230769230769
p26,p26_u95,0.7590361445783133,0.37349397590361444,0.3373493975903614,0.27710843373493976
p26,p26_u96,0.875,0.484375,0.515625,0.484375
p26,p26_u97,0.7346938775510204,0.24489795918367346,0.24489795918367346,0.16326530612244897
p26,p26_u98,0.8048780487804879,0.36585365853658536,0.2682926829268293,0.18292682926829268
p26,p26_u99,0.6610169491525424,0.288135593220339,0.2542372881355932,0.1864406779661017
p32,p32_u00,0.6666666666666666,0.3333333333333333,0.36,0.14666666666666667
p32,p32_u01,0.6363636363636364,0.3409090909090909,0.38636363636363635,0.26136363636363635
p32,p32_u02,0.6129032258064516,0.14516129032258066,0.11290322580645161,0.14516129032258066
p32,p32_u03,0.5223880597014925,0.07462686567164178,0.16417910447761194,0.07462686567164178
p32,p32_u04,0.5714285714285714,0.2619047619047619,0.38095238095238093,0.21428571428571427
p32,p32_u05,0.5641025641025641,0.28205128205128205,0.2564102564102564,0.1282051282051282
p32,p32_u06,0.38596491228070173,0.14035087719298245,0.14035087719298245,0.03508771929824561
p32,p32_u07,0.581081081081081,0.28378378378378377,0.32432432432432434,0.2972972972972973
p32,p32_u08,0.8529411764705882,0.25,0.17647058823529413,0.17647058823529413
p32,p32_u09,0.5434782608695652,0.32608695652173914,0.34782608695652173,0.21739130434782608
p32,p32_u10,0.6222222222222222,0.4666666666666667,0.4888888888888889,0.35555555555555557
p32,p32_u11,0.88,0.2,0.28,0.16
p32,p32_u12,0.3898305084745763,0.0847457627118644,0.0847457627118644,0.03389830508474576
p32,p32_u13,0.4418604651162791,0.11627906976744186,0.2558139534883721,0.16279069767441862
p32,p32_u14,0.582089552238806,0.208955223880597,0.26865671641791045,0.14925373134328357
p32,p32_u15,0.5588235294117647,0.20588235294117646,0.25,0.22058823529411764
p32,p32_u16,0.8461538461538461,0.3076923076923077,0.4423076923076923,0.3076923076923077
p32,p32_u17,0.7272727272727273,0.29545454545454547,0.29545454545454547,0.1590909090909091
p32,p32_u18,0.49206349206349204,0.1746031746031746,0.20634920634920634,0.1746031746031746
p32,p32_u19,0.3333333333333333,0.2222222222222222,0.24074074074074073,0.14814814814814814
p32,p32_u20,0.5614035087719298,0.12280701754385964,0.03508771929824561,0.05263157894736842
p32,p32_u21,0.5476190476190477,0.19047619047619047,0.2619047619047619,0.07142857142857142
p32,p32_u22,0.4807692307692308,0.25,0.28846153846153844,0.21153846153846154
p32,p32_u23,0.4375,0.25,0.25,0.203125
p32,p32_u24,0.4782608695652174,0.2608695652173913,0.31521739130434784,0.21739130434782608
p32,p32_u25,0.46938775510204084,0.16326530612244897,0.2653061224489796,0.10204081632653061
p32,p32_u26,0.7111111111111111,0.3,0.3111111111111111,0.2222222222222222
p32,p32_u27,0.4473684210526316,0.39473684210526316,0.34210526315789475,0.18421052631578946
p32,p32_u28,0.5,0.3125,0.296875,0.21875
p32,p32_u29,0.8260869565217391,0.08695652173913043,0.13043478260869565,0.06521739130434782
p32,p32_u30,0.6746987951807228,0.13253012048192772,0.1927710843373494,0.1686746987951807
p32,p32_u31,0.696969696969697,0.36363636363636365,0.3484848484848485,0.3484848484848485
p32,p32_u32,0.5443037974683544,0.3291139240506329,0.3291139240506329,0.3037974683544304
p32,p32_u33,0.5822784810126582,0.31645569620253167,0.31645569620253167,0.2911392405063291
p32,p32_u34,0.62,0.24,0.16,0.16
p32,p32_u35,0.5753424657534246,0.1917808219178082,0.2054794520547945,0.1780821917808219
p32,p32_u36,0.5789473684210527,0.3508771929824561,0.2807017543859649,0.17543859649122806
p32,p32_u37,0.509090909090909,0.2,0.2909090909090909,0.23636363636363636
p32,p32_u38,0.7692307692307693,0.3076923076923077,0.2923076923076923,0.2
p32,p32_u39,0.5425531914893617,0.2765957446808511,0.30851063829787234,0.2765957446808511
p32,p32_u40,0.5652173913043478,0.2608695652173913,0.3188405797101449,0.2608695652173913
p32,p32_u41,0.4722222222222222,0.2777777777777778,0.4444444444444444,0.3194444444444444
p32,p32_u42,0.5409836065573771,0.16393442622950818,0.2786885245901639,0.16393442622950818
p32,p32_u43,0.31343283582089554,0.11940298507462686,0.07462686567164178,0.05970149253731343
p32,p32_u44,0.66,0.22,0.2,0.12
p32,p32_u45,0.5616438356164384,0.4383561643835616,0.4520547945205479,0.3835616438356164
p32,p32_u46,0.6986301369863014,0.4383561643835616,0.4520547945205479,0.3698630136986301
p32,p32_u47,0.5288461538461539,0.4326923076923077,0.47115384615384615,0.3942307692307692
p32,p32_u48,0.6923076923076923,0.3333333333333333,0.41025641025641024,0.3333333333333333
p32,p32_u49,0.29577464788732394,0.28169014084507044,0.2535211267605634,0.19718309859154928
p32,p32_u50,1.0,0.5517241379310345,0.6379310344827587,0.5517241379310345
p32,p32_u51,0.5882352941176471,0.04411764705882353,0.10294117647058823,0.029411764705882353
p32,p32_u52,0.676056338028169,0.2676056338028169,0.36619718309859156,0.28169014084507044
